step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,order_parameter,domain_count
0,0.01,-0.4998857792180139,0.0,-0.4998923575110341,0.0,0.0,0.01811910306745981,-0.011625380962453491,True,6.578293020225695e-06,0.0,0.0036267820623684466,291
0,0.02,-0.4998249635047416,0.0,-0.49983339564651486,0.0,0.0,0.0224989040849366,-0.018672740794055516,True,8.43214177325992e-06,0.0,0.005568807301293911,192
0,0.03,-0.5001275619418675,0.0,-0.5001453904809361,0.0,0.0,0.029657210298019494,-0.03224049505055897,True,1.782853906850005e-05,0.0,0.009008049471115043,173
0,0.04,-0.4999218389580782,0.0,-0.4999649916323936,0.0,0.0,0.05039123170137241,-0.042723500570363705,True,4.3152674315462784e-05,0.0,0.013913185051841161,161
0,0.05,-0.49903107015999676,0.0,-0.4991422739389913,0.0,0.0,0.08536374432545348,-0.06744799103941009,True,0.00011120377899457882,0.0,0.022080742907658824,167
0,0.060000000000000005,-0.4988248521625994,0.0,-0.4991064322056481,0.0,0.0,0.13462970659316603,-0.10222201838618011,True,0.0002815800430486969,0.0,0.03566571122268492,164
0,0.07,-0.5015465858318148,0.0,-0.5022928035108651,0.0,0.0,0.21788302285076325,-0.1625709972115743,True,0.0007462176790503574,0.0,0.0581793178372631,172
0,0.08,-0.5055386356282426,0.0,-0.5074816287236136,0.0,0.0,0.3459633886711623,-0.25810400638344383,True,0.001942993095370951,0.0,0.0944729291713877,174
0,0.09,-0.5117342410166991,0.0,-0.51668325578342,0.0,0.0,0.531548101561494,-0.3886008025600954,True,0.004949014766720891,0.0,0.15124107971619005,178
0,0.09999999999999999,-0.528551705678821,0.0,-0.5404780603393814,0.0,0.0,0.7633302162636069,-0.5712725299433727,True,0.011926354660560346,0.0,0.23678490674361108,182
0,0.10999999999999999,-0.5600818659378004,0.0,-0.5852436979792232,0.0,0.0,0.9276648506146041,-0.765593697744518,True,0.025161832041422617,0.0,0.349905583118456,180
0,0.11999999999999998,-0.6011532051028847,0.0,-0.6439288319188976,0.0,0.0,0.9647997866094297,-0.8775495676853564,True,0.04277562681601289,0.0,0.46785344567679676,177
0,0.12999999999999998,-0.6332544784898468,0.0,-0.6880864478409507,0.0,0.0,0.980114065876603,-0.920221089994866,True,0.05483196935110392,0.0,0.5457131676662876,169
0,0.13999999999999999,-0.6502565678047615,0.0,-0.7087152079787251,0.0,0.0,0.9869404364663255,-0.9394870206010684,True,0.05845864017396365,0.0,0.583339563627565,167
0,0.15,-0.6658517459340112,0.0,-0.7253442375682717,0.0,0.0,0.9786160770603061,-0.9640719357124902,True,0.05949249163426064,0.0,0.613879927783601,157
0,0.16,-0.681179006917308,0.0,-0.7402967456799066,0.0,0.0,0.9908279868776471,-0.9571032147305336,True,0.059117738762598473,0.0,0.6392954327046378,144
0,0.17,-0.6994836741348686,0.0,-0.75852451909172,0.0,0.0,0.9834996593953358,-0.9808688757200246,True,0.0590408449568515,0.0,0.6660629850147002,137
0,0.18000000000000002,-0.7136205733869401,0.0,-0.7725255407255708,0.0,0.0,0.9946596175770497,-0.9793468673531883,True,0.058904967338630675,0.0,0.6857139128493094,133
0,0.19000000000000003,-0.7255431886110516,0.0,-0.784658968757401,0.0,0.0,0.9873317810678212,-0.9921768109488236,True,0.05911578014634952,0.0,0.7040980738864299,129
0,0.20000000000000004,-0.732997278605984,0.0,-0.791768866094163,0.0,0.0,1.005678752346879,-0.990619003638427,True,0.05877158748817893,0.0,0.7145005100646317,129
0,0.21000000000000005,-0.7402294503119543,0.0,-0.7987594869904335,0.0,0.0,1.0078091710213914,-1.0118829537193381,True,0.05853003667847916,0.0,0.7240544532063485,126
0,0.22000000000000006,-0.7450313578327867,0.0,-0.8035210772979497,0.0,0.0,1.02008420364506,-0.9926342479999413,True,0.058489719465163015,0.0,0.7313053583080557,126
0,0.23000000000000007,-0.7491868538536383,0.0,-0.8075677830405913,0.0,0.0,1.0273279051122826,-1.038223342047065,True,0.05838092918695298,0.0,0.7362383896277618,126
0,0.24000000000000007,-0.7515142477305446,0.0,-0.8098386429970732,0.0,0.0,1.0312470420830762,-1.0074784119504119,True,0.05832439526652862,0.0,0.739015191676536,125
0,0.25000000000000006,-0.7552823378960474,0.0,-0.8136495096155048,0.0,0.0,1.0538661984964914,-1.0745111501559532,True,0.05836717171945742,0.0,0.7428556924673021,125
