step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,M_baryon,M_halo,M_total,Halo_Ratio,V_virial
1808,1.8089999999999116,0.03649990332030646,3361443384.6437774,0.0,0.0,0.0,0.061977494615155775,1e-12,True,0.02515213194494246,0.011347771375364007,22.029629536444165,67228845.66181102,67228867.69144057,3051746.537432276,8199.321172687136
1809,1.8099999999999115,0.03542462883465159,3157102392.134245,0.0,0.0,0.0,0.055744749268785435,1e-12,True,0.025079187284439714,0.01034544155021188,22.329266063373353,63142025.81305535,63142048.142321415,2827769.8707616418,7946.197067949227
1810,1.8109999999999113,0.03635836055835853,3088545024.3536043,0.0,0.0,0.0,0.08411987347280528,1e-12,True,0.02678849533229656,0.009569865226061978,22.894653215714634,61770878.15780603,61770901.05245925,2698048.2112176805,7859.446576386412
1811,1.8119999999999112,0.03873414960354075,3812964706.788218,0.0,0.0,0.0,0.12595696535844297,1e-12,True,0.028375228929901384,0.010358920673639365,22.74787864977589,76259271.24111113,76259293.98898979,3352368.47408231,8732.656762736318
1812,1.8129999999999111,0.03427786843493598,4450139952.651594,0.0,0.0,0.0,0.043440582590220635,1e-12,True,0.023981124716336254,0.01029674371859973,22.84993724283568,89002776.3051532,89002799.15509045,3895099.3762209937,9434.129480404214
1813,1.813999999999911,0.03635883854477458,2657138621.4947157,0.0,0.0,0.0,0.04923586703337225,1e-12,True,0.025344401592265135,0.011014436952509438,23.761400037525156,53142749.57995707,53142773.341357104,2236515.9247264448,7289.908945240284
1814,1.814999999999911,0.03823072428282994,3195806959.7455297,0.0,0.0,0.0,0.07175395923979275,1e-12,True,0.02737876600063308,0.010851958282196861,23.792818172204,63916115.43351056,63916139.22632873,2686361.6982327173,7994.756981604293
1815,1.8159999999999108,0.03942135123775201,4044563256.576525,0.0,0.0,0.0,0.11360416734349925,1e-12,True,0.029108985248113495,0.010312365989638512,23.005950565091556,80891241.33871233,80891264.3446629,3516100.8064556066,8993.957145302089
1816,1.8169999999999107,0.03782193580488567,4711687191.128753,0.0,0.0,0.0,0.17457917950974658,1e-12,True,0.027797870908095802,0.010024064896789872,22.601352282286804,94233720.81662449,94233743.41797678,4169384.1870828336,9707.406647636384
1817,1.8179999999999106,0.03585684509647002,4184352685.0425878,0.0,0.0,0.0,0.05905509297287793,1e-12,True,0.025471278933759174,0.010385566162710847,22.654705405019715,83687031.09949946,83687053.75420487,3694024.2479278715,9148.062838702615
1818,1.8189999999999105,0.03732874705536615,3212522864.289426,0.0,0.0,0.0,0.06336875566023614,1e-12,True,0.026442453312276487,0.010886293743089666,22.734694052514783,64250434.631083116,64250457.36577717,2826096.2949334257,8015.638295593715
1819,1.8199999999999104,0.03802867755069732,3640306862.0365844,0.0,0.0,0.0,0.08774887484301944,1e-12,True,0.027062770272391626,0.010965907278305695,22.141442150353296,72806114.50603765,72806136.6474798,3288228.2015938023,8532.651243355238
1820,1.8209999999999102,0.03437994859571224,3860297589.1466365,0.0,0.0,0.0,0.04807240576444913,1e-12,True,0.024319705586628215,0.010060243009084029,21.62062356842211,77205929.64149058,77205951.26211415,3570939.0801605904,8786.691742796758
1821,1.8219999999999101,0.03505008454131481,2760836381.541912,0.0,0.0,0.0,0.06082171096451702,1e-12,True,0.02493974779218419,0.010110336749130616,21.974259421319793,55216706.01021467,55216727.98447409,2512790.3038283833,7430.795894844525
1822,1.82299999999991,0.03541058157400474,2977493369.038972,0.0,0.0,0.0,0.07071354769567575,1e-12,True,0.024570289006133412,0.010840292567871328,22.2252081751907,59549845.40652001,59549867.63172819,2679383.0201471066,7716.856055465816
1823,1.82399999999991,0.03391695591708859,2849581737.969912,0.0,0.0,0.0,0.05868879175087163,1e-12,True,0.024872155990069526,0.009044799927019065,23.157788941554944,56991612.53419007,56991635.69197901,2461012.6932049985,7549.28041335055
1824,1.8249999999999098,0.03639757119798608,2947724074.5311084,0.0,0.0,0.0,0.05980859896333944,1e-12,True,0.026032680461451553,0.010364890736534535,24.033640314965076,58954458.33283324,58954482.366473556,2452997.4468191965,7678.182173576124
