step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent,price,momentum,value_delta
0,0.01,0.050287109375,0.0,0.0,0.0,0.0,1.0,0.0,True,0.05,0.00028710937500000004,0,0,0.0,0.0,100.00000009570313,9.570312500000002e-07,0.0
1,0.02,0.17556273437500003,0.0,0.0,0.0,0.0,1.0,0.0,True,0.175,0.000562734375,0,0,0.0,0.0,100.00000028806642,2.7849609375000007e-06,0.0
2,0.03,0.22582721953125,0.0,0.0,0.0,0.0,1.0,0.0,True,0.22500000000000003,0.00082721953125,0,0,0.0,0.0,100.00000057773107,5.403111328125001e-06,0.0
3,0.04,0.27608090018750003,0.0,0.0,0.0,0.0,1.0,0.0,True,0.275,0.0010809001875,0,0,0.0,0.0,100.0000009650467,8.735956386718752e-06,0.0
4,0.05,0.36382410272968757,0.0,0.0,0.0,0.0,1.0,0.0,True,0.3625,0.0013241027296874998,0,0,0.0,0.0,100.00000145009406,1.2712834333007816e-05,0.0
5,0.060000000000000005,0.41405714481011247,0.0,0.0,0.0,0.0,1.0,0.0,True,0.41250000000000003,0.0015571448101125,0,0,0.0,0.0,100.00000203270652,1.7267675316732428e-05,0.0
6,0.07,0.5017803355662287,0.0,0.0,0.0,0.0,1.0,0.0,True,0.5000000000000001,0.0017803355662286253,0,0,0.0,0.0,100.0000027124901,2.233874343832456e-05,0.0
7,0.08,0.5519939758341761,0.0,0.0,0.0,0.0,1.0,0.0,True,0.55,0.00199397583417606,0,0,0.0,0.0,100.00000348884247,2.786839238032853e-05,0.0
8,0.09,0.6021983583571792,0.0,0.0,0.0,0.0,1.0,0.0,True,0.6000000000000001,0.002198358357179106,0,0,0.0,0.0,100.00000436097058,3.380283395190913e-05,0.0
9,0.09999999999999999,0.6898937679889284,0.0,0.0,0.0,0.0,1.0,0.0,True,0.6875,0.00239376798892836,0,0,0.0,0.0,100.00000532790746,4.0091918884074874e-05,0.0
10,0.10999999999999999,0.7400804818920648,0.0,0.0,0.0,0.0,1.0,0.0,True,0.7375,0.002580481892064772,0,0,0.0,0.0,100.00000638852775,4.66889292467537e-05,0.0
11,0.11999999999999998,0.8277587697318802,0.0,0.0,0.0,0.0,1.0,0.0,True,0.8250000000000002,0.0027587697318801558,0,0,0.0,0.0,100.00000754156238,5.35503818906832e-05,0.0
12,0.12999999999999998,0.877928893865346,0.0,0.0,0.0,0.0,1.0,0.0,True,0.875,0.0029288938653460987,0,0,0.0,0.0,100.00000878561234,6.063584234730271e-05,0.0
13,0.13999999999999999,0.9655911095255807,0.0,0.0,0.0,0.0,1.0,0.0,True,0.9625000000000001,0.0030911095255806522,0,0,0.0,0.0,100.0000101191615,6.790774864853975e-05,0.0
14,0.15,1.0157456650018597,0.0,0.0,0.0,0.0,1.0,0.0,True,1.0125000000000002,0.003245665001859684,0,0,0.0,0.0,100.00001154058873,7.533124455564505e-05,0.0
15,0.16,1.0658928018152773,0.0,0.0,0.0,0.0,1.0,0.0,True,1.0625,0.003392801815277323,0,0,0.0,0.0,100.00001304817907,8.287402171212055e-05,0.0
16,0.17,1.1160327548901576,0.0,0.0,0.0,0.0,1.0,0.0,True,1.1125,0.003532754890157513,0,0,0.0,0.0,100.00001464013435,9.05061702603729e-05,0.0
17,0.18000000000000002,1.2411657527213165,0.0,0.0,0.0,0.0,1.0,0.0,True,1.2375,0.0036657527213163833,0,0,0.0,0.0,100.00001631458302,9.820003748507554e-05,0.0
18,0.19000000000000003,1.328792017537273,0.0,0.0,0.0,0.0,1.0,0.0,True,1.3250000000000002,0.0037920175372728373,0,0,0.0,0.0,100.00001806958933,0.00010593009406839788,0.0
19,0.20000000000000004,1.3789117654595024,0.0,0.0,0.0,0.0,1.0,0.0,True,1.375,0.003911765459502505,0,0,0.0,0.0,100.00001990316196,0.00011367280756331969,0.0
20,0.21000000000000005,1.4290252066578282,0.0,0.0,0.0,0.0,1.0,0.0,True,1.425,0.004025206657828078,0,0,0.0,0.0,100.00002181326192,0.00012140652271124732,0.0
21,0.22000000000000006,1.4541325455020369,0.0,0.0,0.0,0.0,1.0,0.0,True,1.45,0.004132545502036826,0,0,0.0,0.0,100.00002379781013,0.00012911134824914104,0.0
22,0.23000000000000007,1.5042339807098142,0.0,0.0,0.0,0.0,1.0,0.0,True,1.5,0.004233980709814094,0,0,0.0,0.0,100.00002585469426,0.00013676904986939764,0.0
23,0.24000000000000007,1.5543297054910794,0.0,0.0,0.0,0.0,1.0,0.0,True,1.55,0.004329705491079456,0,0,0.0,0.0,100.00002798177523,0.00014436294901285928,0.0
