step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,nature_health,gini_estimate,capital_concentration
1,0.001,67.94502724778242,0.0,67.94502724778242,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.5468290056757288,0.00909999028332385
2,0.002,343.03944638105855,0.0,343.03944638105855,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.3775758665790965,0.00635932525566183
3,0.003,328.1659420605284,0.0,328.1659420605284,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.4211317673435038,0.006637172703933675
4,0.004,347.3044894032951,0.0,347.3044894032951,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.4972133234120824,0.006693716576970334
5,0.005,346.55107331894976,0.0,346.55107331894976,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5098140406538136,0.006740718245075446
6,0.006,370.7493530363436,0.0,370.7493530363436,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5174470065495655,0.0065446656782994625
7,0.007,365.55061034631717,0.0,365.55061034631717,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5244683152279426,0.006611865456200396
8,0.008,389.75481667010655,0.0,389.75481667010655,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5297332036495095,0.00642288991849624
9,0.009000000000000001,384.5619201800112,0.0,384.5619201800112,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5370284769688574,0.006487355723529142
10,0.010000000000000002,408.77189375845745,0.0,408.77189375845745,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5402006171107028,0.006305104205462686
11,0.011000000000000003,408.44843805048407,0.0,408.44843805048407,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.548022936745992,0.006330537507707335
12,0.012000000000000004,422.8823084713604,0.0,422.8823084713604,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5505067864762259,0.006230647785522117
13,0.013000000000000005,417.7367863359846,0.0,417.7367863359846,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5563522714089335,0.006285242815002159
14,0.014000000000000005,432.1936967316541,0.0,432.1936967316541,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5573358414667149,0.006183872485285894
15,0.015000000000000006,431.91757055782796,0.0,431.91757055782796,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5631407201376315,0.006202449832832619
16,0.016000000000000007,441.47943832294544,0.0,441.47943832294544,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5648871875790036,0.006141017303705314
17,0.017000000000000008,441.2436327112846,0.0,441.2436327112846,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5694445570473365,0.006155567933511819
18,0.01800000000000001,450.8101262234675,0.0,450.8101262234675,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5708268391130493,0.006094893126121071
19,0.01900000000000001,450.5788839269319,0.0,450.5788839269319,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5753188485460334,0.006109063757773256
20,0.02000000000000001,460.1498794354064,0.0,460.1498794354064,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5763546210068078,0.006049140622154957
21,0.02100000000000001,464.7888274886282,0.0,464.7888274886282,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5801143944158373,0.006029797844823201
22,0.022000000000000013,469.46439452321135,0.0,469.46439452321135,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5826271643014818,0.006007123734201601
23,0.023000000000000013,474.1421076996012,0.0,474.1421076996012,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.58504535353964,0.005984545350273917
24,0.024000000000000014,478.8219387381524,0.0,478.8219387381524,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5873709365409168,0.005962063196759374
25,0.025000000000000015,483.5038598513066,0.0,483.5038598513066,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.589605841758736,0.005939677740720087
26,0.026000000000000016,488.1878437329262,0.0,488.1878437329262,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5917519530386377,0.005917389413719728
27,0.027000000000000017,492.87386354790954,0.0,492.87386354790954,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.593811110913392,0.00589519861295161
28,0.028000000000000018,497.5618929220699,0.0,497.5618929220699,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5957851138468615,0.005873105702336821
29,0.02900000000000002,502.25190593227694,0.0,502.25190593227694,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5976757194293987,0.005851111013593117
30,0.03000000000000002,506.9438770968485,0.0,506.9438770968485,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5994846455273037,0.005829214847275199
31,0.03100000000000002,511.6377813661893,0.0,511.6377813661893,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.6012135713887796,0.0058074174737870465
