step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent
0,1.0,0.5012500000000001,0.0,0.0012500000000000002,0.0,0.0,1.0,0.0,True,0.5000000000000001,0.0,0,0,0.0,0.0
1,2.0,1.0025000000000002,0.0,0.0025000000000000005,0.0,0.0,1.0,0.0,True,1.0000000000000002,0.0,0,0,0.0,0.0
2,3.0,1.8787500000000004,0.0,0.0037500000000000007,0.0,0.0,1.0,0.0,True,1.8750000000000004,0.0,0,0,0.0,0.0
3,4.0,2.3800000000000003,0.0,0.005000000000000001,0.0,0.0,1.0,0.0,True,2.3750000000000004,0.0,0,0,0.0,0.0
4,5.0,5.008750000000001,0.0,0.00875,0.0,0.0,2.0,0.0,True,5.000000000000001,0.0,0,0,0.0,0.0
5,6.0,5.510000000000001,0.0,0.010000000000000002,0.0,0.0,2.0,0.0,True,5.500000000000001,0.0,0,0,0.0,0.0
6,7.0,6.386250000000001,0.0,0.011250000000000003,0.0,0.0,2.0,0.0,True,6.375000000000001,0.0,0,0,0.0,0.0
7,8.0,6.887500000000001,0.0,0.012500000000000002,0.0,0.0,2.0,0.0,True,6.875000000000002,0.0,0,0,0.0,0.0
8,9.0,7.763750000000002,0.0,0.013750000000000002,0.0,0.0,2.0,0.0,True,7.750000000000002,0.0,0,0,0.0,0.0
9,10.0,8.640000000000002,0.0,0.015000000000000003,0.0,0.0,2.0,0.0,True,8.625000000000002,0.0,0,0,0.0,0.0
10,11.0,9.516250000000001,0.0,0.016250000000000004,0.0,0.0,2.0,0.0,True,9.500000000000002,0.0,0,0,0.0,0.0
11,12.0,10.017500000000002,0.0,0.0175,0.0,0.0,2.0,0.0,True,10.000000000000002,0.0,0,0,0.0,0.0
12,13.0,10.893750000000002,0.0,0.018750000000000003,0.0,0.0,2.0,0.0,True,10.875000000000002,0.0,0,0,0.0,0.0
13,14.0,12.145000000000003,0.0,0.020000000000000004,0.0,0.0,2.0,0.0,True,12.125000000000002,0.0,0,0,0.0,0.0
14,15.0,12.646250000000002,0.0,0.021250000000000005,0.0,0.0,2.0,0.0,True,12.625000000000002,0.0,0,0,0.0,0.0
15,16.0,13.147500000000003,0.0,0.022500000000000006,0.0,0.0,2.0,0.0,True,13.125000000000002,0.0,0,0,0.0,0.0
16,17.0,13.648750000000003,0.0,0.023750000000000004,0.0,0.0,2.0,0.0,True,13.625000000000002,0.0,0,0,0.0,0.0
17,18.0,14.525000000000002,0.0,0.025000000000000005,0.0,0.0,2.0,0.0,True,14.500000000000004,0.0,0,0,0.0,0.0
18,19.0,15.401250000000003,0.0,0.026250000000000006,0.0,0.0,2.0,0.0,True,15.375000000000004,0.0,0,0,0.0,0.0
19,20.0,15.902500000000003,0.0,0.027500000000000004,0.0,0.0,2.0,0.0,True,15.875000000000004,0.0,0,0,0.0,0.0
20,21.0,16.403750000000002,0.0,0.028750000000000005,0.0,0.0,2.0,0.0,True,16.375000000000004,0.0,0,0,0.0,0.0
21,22.0,16.905000000000005,0.0,0.030000000000000006,0.0,0.0,2.0,0.0,True,16.875000000000004,0.0,0,0,0.0,0.0
22,23.0,16.906250000000004,0.0,0.03125000000000001,0.0,0.0,2.0,0.0,True,16.875000000000004,0.0,0,0,0.0,0.0
23,24.0,17.782500000000002,0.0,0.03250000000000001,0.0,0.0,2.0,0.0,True,17.750000000000004,0.0,0,0,0.0,0.0
24,25.0,18.283750000000005,0.0,0.03375000000000001,0.0,0.0,2.0,0.0,True,18.250000000000004,0.0,0,0,0.0,0.0
25,26.0,18.785000000000004,0.0,0.035,0.0,0.0,2.0,0.0,True,18.750000000000004,0.0,0,0,0.0,0.0
26,27.0,20.036250000000003,0.0,0.036250000000000004,0.0,0.0,2.0,0.0,True,20.000000000000004,0.0,0,0,0.0,0.0
27,28.0,22.665000000000003,0.0,0.04000000000000001,0.0,0.0,2.0,0.0,True,22.625000000000004,0.0,0,0,0.0,0.0
28,29.0,23.166250000000005,0.0,0.04125000000000001,0.0,0.0,2.0,0.0,True,23.125000000000004,0.0,0,0,0.0,0.0
29,30.0,23.667500000000004,0.0,0.04250000000000001,0.0,0.0,2.0,0.0,True,23.625000000000004,0.0,0,0,0.0,0.0
30,31.0,24.168750000000006,0.0,0.04375000000000001,0.0,0.0,2.0,0.0,True,24.125000000000004,0.0,0,0,0.0,0.0
31,32.0,26.797500000000007,0.0,0.04750000000000001,0.0,0.0,2.0,0.0,True,26.750000000000004,0.0,0,0,0.0,0.0
32,33.0,26.673750000000005,0.0,0.04875000000000001,0.0,0.0,2.0,0.0,True,26.625000000000004,0.0,0,0,0.0,0.0
33,34.0,27.300000000000004,0.0,0.05000000000000001,0.0,0.0,2.0,0.0,True,27.250000000000004,0.0,0,0,0.0,0.0
34,35.0,27.801250000000007,0.0,0.05125000000000001,0.0,0.0,2.0,0.0,True,27.750000000000007,0.0,0,0,0.0,0.0
35,36.0,28.302500000000006,0.0,0.05250000000000001,0.0,0.0,2.0,0.0,True,28.250000000000007,0.0,0,0,0.0,0.0
36,37.0,28.803750000000004,0.0,0.05375000000000001,0.0,0.0,2.0,0.0,True,28.750000000000007,0.0,0,0,0.0,0.0
37,38.0,29.055000000000007,0.0,0.05500000000000001,0.0,0.0,2.0,0.0,True,29.000000000000007,0.0,0,0,0.0,0.0
38,39.0,30.558750000000007,0.0,0.05875000000000001,0.0,0.0,2.0,0.0,True,30.500000000000007,0.0,0,0,0.0,0.0
39,40.0,30.810000000000006,0.0,0.06000000000000001,0.0,0.0,2.0,0.0,True,30.750000000000007,0.0,0,0,0.0,0.0
40,41.0,31.311250000000005,0.0,0.06125000000000001,0.0,0.0,2.0,0.0,True,31.250000000000007,0.0,0,0,0.0,0.0
41,42.0,31.562500000000007,0.0,0.06250000000000001,0.0,0.0,2.0,0.0,True,31.500000000000007,0.0,0,0,0.0,0.0
42,43.0,32.188750000000006,0.0,0.06375000000000001,0.0,0.0,2.0,0.0,True,32.12500000000001,0.0,0,0,0.0,0.0
43,44.0,33.065000000000005,0.0,0.06500000000000002,0.0,0.0,2.0,0.0,True,33.00000000000001,0.0,0,0,0.0,0.0
44,45.0,33.566250000000004,0.0,0.06625000000000002,0.0,0.0,2.0,0.0,True,33.50000000000001,0.0,0,0,0.0,0.0
