step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,pass_rate,avg_error,total_galaxies
1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,61.68831168831169,14.777650514916335,154
