step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,order_parameter,domain_count
0,0.01,-0.5008383492227053,0.0,-0.5008454563277611,0.0,0.0,0.010994060000146494,-0.01342825565435805,True,7.1071050558449165e-06,0.0,0.004001288173914088,278
0,0.02,-0.49988574577556266,0.0,-0.49989512177941964,0.0,0.0,0.020213334410418858,-0.020457676563837488,True,9.376003857045884e-06,0.0,0.0061083004415612464,174
0,0.03,-0.49870836709384264,0.0,-0.4987276673316331,0.0,0.0,0.02775801595699828,-0.03007713271146603,True,1.9300237790400558e-05,0.0,0.009752680944887411,147
0,0.04,-0.49992346744999916,0.0,-0.4999673211685749,0.0,0.0,0.04054329752440384,-0.04388569993768693,True,4.3853718575689425e-05,0.0,0.01357632957246386,169
0,0.05,-0.49942130732012746,0.0,-0.49952008720278657,0.0,0.0,0.06051278420044967,-0.0662816562983183,True,9.877988265921095e-05,0.0,0.020672570665311592,183
0,0.060000000000000005,-0.49919240593138314,0.0,-0.49945896517452826,0.0,0.0,0.10434627396568064,-0.10177600984560439,True,0.00026655924314520995,0.0,0.0334520086020354,191
0,0.07,-0.5001136874718591,0.0,-0.5008393990649187,0.0,0.0,0.16256725072313144,-0.1670810789331069,True,0.0007257115930595658,0.0,0.05472221482885226,190
0,0.08,-0.503384799203739,0.0,-0.5053984669988725,0.0,0.0,0.26396264604799985,-0.2706229207025459,True,0.0020136677951334172,0.0,0.09051425479644673,199
0,0.09,-0.5108270569039473,0.0,-0.5162732429298655,0.0,0.0,0.4220874331767768,-0.4362568132562439,True,0.005446186025918497,0.0,0.14886472408582968,201
0,0.09999999999999999,-0.528069211011474,0.0,-0.5419580228830108,0.0,0.0,0.6485582181120433,-0.6704334258865876,True,0.01388881187153683,0.0,0.2388897557891228,203
0,0.10999999999999999,-0.5647770950854184,0.0,-0.5954393267993573,0.0,0.0,0.8830820475013985,-0.9088114643731898,True,0.030662231713938972,0.0,0.35990093945073415,204
