step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,order_parameter,domain_count
0,0.01,-0.5000245636241101,0.0,-0.5000268845392176,0.0,0.0,0.005792367386462409,-0.007882826340638017,True,2.3209151075413243e-06,0.0,0.0018916506280989402,677
10,0.10999999999999999,-0.5278323014604333,0.0,-0.5461995348867296,0.0,0.0,0.7311410860903471,-0.7073956211877812,True,0.01836723342629629,0.0,0.25357915186013213,386
20,0.21000000000000005,-0.6253861753171649,0.0,-0.6998230054697323,0.0,0.0,0.9573213036596244,-0.9821478140230064,True,0.07443683015256734,0.0,0.5789211242001469,355
30,0.3100000000000001,-0.6753347305787287,0.0,-0.7415853238786401,0.0,0.0,0.981130714647624,-0.9835207434274099,True,0.06625059329991134,0.0,0.6423072105923413,310
40,0.4100000000000002,-0.7175767007176698,0.0,-0.7791580653074253,0.0,0.0,0.9765791846493723,-1.168152124317615,True,0.06158136458975554,0.0,0.6983380039370242,258
50,0.5100000000000002,-0.7613043639453789,0.0,-0.8073334336372638,0.0,0.0,1.0863666360906887,-1.2249535120287263,True,0.04602906969188492,0.0,0.7450253216155829,162
60,0.6100000000000003,-0.7632778129381095,0.0,-0.81613823364689,0.0,0.0,1.240521269254364,-1.2358430960871734,True,0.05286042070878037,0.0,0.7490179264628344,151
70,0.7100000000000004,-0.7776146927101538,0.0,-0.8305284353000292,0.0,0.0,1.2642459251219456,-1.2533573176827053,True,0.0529137425898754,0.0,0.7668339943435434,142
80,0.8100000000000005,-0.7677414652517647,0.0,-0.8274278857761714,0.0,0.0,1.2971989034389397,-1.27107958487902,True,0.05968642052440694,0.0,0.75414851407026,138
90,0.9100000000000006,-0.7664381611794514,0.0,-0.8168046349597425,0.0,0.0,1.2292566452871876,-1.2296076328134697,True,0.05036647378029105,0.0,0.7501954744326653,132
100,1.0100000000000007,-0.7857319343887762,0.0,-0.8395059731651138,0.0,0.0,1.2823347705099843,-1.2852920952938633,True,0.0537740387763376,0.0,0.7725046706820398,130
110,1.1100000000000008,-0.7704436974532202,0.0,-0.832875231012689,0.0,0.0,1.3024997376803145,-1.2978978866443907,True,0.06243153355946883,0.0,0.7546903877691876,128
120,1.2100000000000009,-0.760022100482482,0.0,-0.8107338760012022,0.0,0.0,1.1608421777162348,-1.1999076383676108,True,0.050711775518720234,0.0,0.7392344630765866,128
130,1.310000000000001,-0.7910974695989372,0.0,-0.8395032280253503,0.0,0.0,1.2510975965717384,-1.2688047932888709,True,0.04840575842641309,0.0,0.7753464902693112,128
140,1.410000000000001,-0.7876465036119628,0.0,-0.8487014413171501,0.0,0.0,1.3456020273115046,-1.3523412162024142,True,0.06105493770518731,0.0,0.773477717131811,128
150,1.5100000000000011,-0.7507488299232367,0.0,-0.8090258151961894,0.0,0.0,1.223667278444176,-1.2328753503743721,True,0.058276985272952636,0.0,0.7290874407528196,128
160,1.6100000000000012,-0.7858344712589228,0.0,-0.8297623600843618,0.0,0.0,1.164869949950222,-1.1689607271543194,True,0.04392788882543916,0.0,0.766468550860213,128
170,1.7100000000000013,-0.8006674867949666,0.0,-0.8578397579167745,0.0,0.0,1.317177560057757,-1.3171586772517363,True,0.05717227112180784,0.0,0.7857620353652952,128
180,1.8100000000000014,-0.7604472905780439,0.0,-0.8279760475520548,0.0,0.0,1.2605455456831867,-1.2600924808717888,True,0.06752875697401085,0.0,0.7378893747249213,128
190,1.9100000000000015,-0.7648446250577814,0.0,-0.806692687250011,0.0,0.0,1.1116337057464734,-1.109532787316864,True,0.041848062192229654,0.0,0.7410059875388397,128
200,2.010000000000001,-0.8019453920446693,0.0,-0.8506256477315108,0.0,0.0,1.2511003317585003,-1.2461654629808037,True,0.048680255686841443,0.0,0.7906305504123399,128
