step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent,price,volatility,value_delta
0,0.01,0.0875,0.0,0.0,0.0,0.0,1.0,0.0,True,0.0875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
1,0.02,0.1375,0.0,0.0,0.0,0.0,1.0,0.0,True,0.1375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
2,0.03,0.1875,0.0,0.0,0.0,0.0,1.0,0.0,True,0.1875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
3,0.04,0.2375,0.0,0.0,0.0,0.0,1.0,0.0,True,0.2375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
4,0.05,0.325,0.0,0.0,0.0,0.0,1.0,0.0,True,0.325,0.0,0,0,0.0,0.0,100.0,0.0,0.0
5,0.060000000000000005,0.375,0.0,0.0,0.0,0.0,1.0,0.0,True,0.375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
6,0.07,0.425,0.0,0.0,0.0,0.0,1.0,0.0,True,0.425,0.0,0,0,0.0,0.0,100.0,0.0,0.0
7,0.08,0.475,0.0,0.0,0.0,0.0,1.0,0.0,True,0.475,0.0,0,0,0.0,0.0,100.0,0.0,0.0
8,0.09,0.6,0.0,0.0,0.0,0.0,1.0,0.0,True,0.6,0.0,0,0,0.0,0.0,100.0,0.0,0.0
9,0.09999999999999999,0.65,0.0,0.0,0.0,0.0,1.0,0.0,True,0.65,0.0,0,0,0.0,0.0,100.0,0.0,0.0
10,0.10999999999999999,0.7,0.0,0.0,0.0,0.0,1.0,0.0,True,0.7,0.0,0,0,0.0,0.0,100.0,0.0,0.0
11,0.11999999999999998,0.75,0.0,0.0,0.0,0.0,1.0,0.0,True,0.75,0.0,0,0,0.0,0.0,100.0,0.0,0.0
12,0.12999999999999998,0.8375,0.0,0.0,0.0,0.0,1.0,0.0,True,0.8375,0.0,0,0,0.0,0.0,100.0,0.0,0.0
13,0.13999999999999999,0.8875,0.0,0.0,0.0,0.0,1.0,0.0,True,0.8875,0.0,0,0,0.0,0.0,100.0,0.0,0.0
