run_id,case_id,model,grid,status,fail_reasons,Omega0,OmegaT,Omega0_density,OmegaT_density,max_energy_increase,dt_min,dt_max,backtracks_total,config_hash,code_hash,notes
20251217-101655_75d6a77b0bd4,param_kappa_k1_seed2,C_only,64,PASS,,128.33032255605872,2.1609513837632385e-07,128.33032255605872,2.1609513837632385e-07,0.0,0.0009999999999995568,0.001,0,75d6a77b0bd4,uet_harness_v0.1,
20251217-101655_e7130f758e87,param_kappa_k1_seed3,C_only,64,PASS,,128.16531564914743,1.0780922233417906e-07,128.16531564914743,1.0780922233417906e-07,0.0,0.0009999999999995568,0.001,0,e7130f758e87,uet_harness_v0.1,
20251217-101656_b2273c0edaef,param_kappa_k1_seed4,C_only,64,PASS,,128.16146808357848,5.162802120372462e-08,128.16146808357848,5.162802120372462e-08,0.0,0.0009999999999995568,0.001,0,b2273c0edaef,uet_harness_v0.1,
20251217-101657_2291534d5508,param_kappa_k1_seed5,C_only,64,PASS,,126.00640972833084,1.357128077878919e-06,126.00640972833084,1.357128077878919e-06,0.0,0.0009999999999995568,0.001,0,2291534d5508,uet_harness_v0.1,
20251217-101657_79dd1b051eac,param_kappa_k1_seed6,C_only,64,PASS,,129.53063328104585,8.383714807053735e-07,129.53063328104585,8.383714807053735e-07,0.0,0.0009999999999995568,0.001,0,79dd1b051eac,uet_harness_v0.1,
20251217-101658_2fe116764180,param_kappa_k1_seed7,C_only,64,PASS,,123.95726336654776,3.4468891528874255e-07,123.95726336654776,3.4468891528874255e-07,0.0,0.0009999999999995568,0.001,0,2fe116764180,uet_harness_v0.1,
20251217-101659_ac74aaa752b5,param_kappa_k1_seed8,C_only,64,PASS,,135.68414006786318,3.5171870617060904e-11,135.68414006786318,3.5171870617060904e-11,0.0,0.0009999999999995568,0.001,0,ac74aaa752b5,uet_harness_v0.1,
20251217-101659_90b684d33c53,param_kappa_k1_seed9,C_only,64,PASS,,131.768535161193,1.6193760431869297e-07,131.768535161193,1.6193760431869297e-07,0.0,0.0009999999999995568,0.001,0,90b684d33c53,uet_harness_v0.1,
20251217-101700_d08071fe1f9e,param_kappa_k3_seed0,C_only,64,PASS,,381.05590376671415,3.9152793146422585e-07,381.05590376671415,3.9152793146422585e-07,0.0,0.0009999999999995568,0.001,0,d08071fe1f9e,uet_harness_v0.1,
20251217-101701_5ec3d0923742,param_kappa_k3_seed1,C_only,64,PASS,,386.9624358840986,5.832025773428674e-08,386.9624358840986,5.832025773428674e-08,0.0,0.0009999999999995568,0.001,0,5ec3d0923742,uet_harness_v0.1,
20251217-101701_09a87b7d85a1,param_kappa_k3_seed2,C_only,64,PASS,,384.9807824472868,2.160957248685517e-07,384.9807824472868,2.160957248685517e-07,0.0,0.0009999999999995568,0.001,0,09a87b7d85a1,uet_harness_v0.1,
20251217-101702_fddca9247e42,param_kappa_k3_seed3,C_only,64,PASS,,384.4857531724994,1.0780944437690101e-07,384.4857531724994,1.0780944437690101e-07,0.0,0.0009999999999995568,0.001,0,fddca9247e42,uet_harness_v0.1,
20251217-101703_027d716c516e,param_kappa_k3_seed4,C_only,64,PASS,,384.4743351287277,5.162809970638046e-08,384.4743351287277,5.162809970638046e-08,0.0,0.0009999999999995568,0.001,0,027d716c516e,uet_harness_v0.1,
20251217-101704_b4753017d6ce,param_kappa_k3_seed5,C_only,64,PASS,,378.0091081082175,1.3571310342791535e-06,378.0091081082175,1.3571310342791535e-06,0.0,0.0009999999999995568,0.001,0,b4753017d6ce,uet_harness_v0.1,
