step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,mode,metric_val,violation
0,0.05,29.999500125166584,0.0,29.999500125166584,0.0,0.0,0.0004999998333334,0.0,True,0.0,0.0,tunneling,0.0004999998333334,False
1,0.1,29.999052425478034,0.0,29.999052425478034,0.0,0.0,0.0009219997330591912,0.0,True,0.0,0.0,tunneling,0.0009219997330591912,False
2,0.15000000000000002,29.99865029785487,0.0,29.99865029785487,0.0,0.0,0.0012796831722346194,0.0,True,0.0,0.0,tunneling,0.0012796831722346194,False
3,0.2,29.998288083115842,0.0,29.998288083115842,0.0,0.0,0.001584093023176289,0.0,True,0.0,0.0,tunneling,0.001584093023176289,False
4,0.25,29.997960917304013,0.0,29.997960917304013,0.0,0.0,0.0018441782456331073,0.0,True,0.0,0.0,tunneling,0.0018441782456331073,False
5,0.3,29.9976646088097,0.0,29.9976646088097,0.0,0.0,0.0020672211063387834,0.0,True,0.0,0.0,tunneling,0.0020672211063387834,False
6,0.35,29.99739553626175,0.0,29.99739553626175,0.0,0.0,0.002259172179389908,0.0,True,0.0,0.0,tunneling,0.002259172179389908,False
7,0.39999999999999997,29.997150563294376,0.0,29.997150563294376,0.0,0.0,0.0024249139431605214,0.0,True,0.0,0.0,tunneling,0.0024249139431605214,False
8,0.44999999999999996,29.996926967129454,0.0,29.996926967129454,0.0,0.0,0.002568468918273164,0.0,True,0.0,0.0,tunneling,0.002568468918273164,False
9,0.49999999999999994,29.99672237853796,0.0,29.99672237853796,0.0,0.0,0.0026931645940654722,0.0,True,0.0,0.0,tunneling,0.0026931645940654722,False
10,0.5499999999999999,29.996534731220734,0.0,29.996534731220734,0.0,0.0,0.002801764578032307,0.0,True,0.0,0.0,tunneling,0.002801764578032307,False
11,0.6,29.996362219018728,0.0,29.996362219018728,0.0,0.0,0.002896573256988799,0.0,True,0.0,0.0,tunneling,0.002896573256988799,False
12,0.65,29.996203259654365,0.0,29.996203259654365,0.0,0.0,0.002979519617645917,0.0,True,0.0,0.0,tunneling,0.002979519617645917,False
13,0.7000000000000001,29.996056463937435,0.0,29.996056463937435,0.0,0.0,0.0030522246158620593,0.0,True,0.0,0.0,tunneling,0.0030522246158620593,False
14,0.7500000000000001,29.995920609555604,0.0,29.995920609555604,0.0,0.0,0.003116055516189904,0.0,True,0.0,0.0,tunneling,0.003116055516189904,False
15,0.8000000000000002,29.99579461872076,0.0,29.99579461872076,0.0,0.0,0.0031721698772223745,0.0,True,0.0,0.0,tunneling,0.0031721698772223745,False
16,0.8500000000000002,29.995677539065397,0.0,29.995677539065397,0.0,0.0,0.0032215512813177694,0.0,True,0.0,0.0,tunneling,0.0032215512813177694,False
17,0.9000000000000002,29.995568527284348,0.0,29.995568527284348,0.0,0.0,0.003265038459910259,0.0,True,0.0,0.0,tunneling,0.003265038459910259,False
18,0.9500000000000003,29.995466835100068,0.0,29.995466835100068,0.0,0.0,0.0033033491176933556,0.0,True,0.0,0.0,tunneling,0.0033033491176933556,False
19,1.0000000000000002,29.995371797198366,0.0,29.995371797198366,0.0,0.0,0.0033370994875996365,0.0,True,0.0,0.0,tunneling,0.0033370994875996365,False
20,1.0500000000000003,29.9952828208382,0.0,29.9952828208382,0.0,0.0,0.003366820436220926,0.0,True,0.0,0.0,tunneling,0.003366820436220926,False
21,1.1000000000000003,29.995199376886347,0.0,29.995199376886347,0.0,0.0,0.003392970772761318,0.0,True,0.0,0.0,tunneling,0.003392970772761318,False
22,1.1500000000000004,29.995120992067115,0.0,29.995120992067115,0.0,0.0,0.0034159482835504395,0.0,True,0.0,0.0,tunneling,0.0034159482835504395,False
23,1.2000000000000004,29.99504724224987,0.0,29.99504724224987,0.0,0.0,0.0034360989106962,0.0,True,0.0,0.0,tunneling,0.0034360989106962,False
24,1.2500000000000004,29.994977746624773,0.0,29.994977746624773,0.0,0.0,0.003453724411560588,0.0,True,0.0,0.0,tunneling,0.003453724411560588,False
25,1.3000000000000005,29.994912162639814,0.0,29.994912162639814,0.0,0.0,0.0034690887707139947,0.0,True,0.0,0.0,tunneling,0.0034690887707139947,False
26,1.3500000000000005,29.994850181591683,0.0,29.994850181591683,0.0,0.0,0.0034824235842340566,0.0,True,0.0,0.0,tunneling,0.0034824235842340566,False
27,1.4000000000000006,29.994791524779085,0.0,29.994791524779085,0.0,0.0,0.003493932594845578,0.0,True,0.0,0.0,tunneling,0.003493932594845578,False
28,1.4500000000000006,29.994735940140693,0.0,29.994735940140693,0.0,0.0,0.003503795523253766,0.0,True,0.0,0.0,tunneling,0.003503795523253766,False
29,1.5000000000000007,29.994683199311563,0.0,29.994683199311563,0.0,0.0,0.003512171314389744,0.0,True,0.0,0.0,tunneling,0.003512171314389744,False
30,1.5500000000000007,29.994633095041287,0.0,29.994633095041287,0.0,0.0,0.003519200895823029,4.5175090520229434e-52,True,0.0,0.0,tunneling,0.003519200895823029,False
31,1.6000000000000008,29.994585438925576,0.0,29.994585438925576,0.0,0.0,0.0035250095282465836,1.2366681029912803e-50,True,0.0,0.0,tunneling,0.0035250095282465836,False
32,1.6500000000000008,29.994540059409793,0.0,29.994540059409793,0.0,0.0,0.0035297088138765958,1.7513289588867446e-49,True,0.0,0.0,tunneling,0.0035297088138765958,False
33,1.7000000000000008,29.994496800028834,0.0,29.994496800028834,0.0,0.0,0.0035333984171763396,1.7090992817439268e-48,True,0.0,0.0,tunneling,0.0035333984171763396,False
34,1.7500000000000009,29.9944555178528,0.0,29.9944555178528,0.0,0.0,0.003536167542992821,1.2918449538339166e-47,True,0.0,0.0,tunneling,0.003536167542992821,False
35,1.800000000000001,29.994416082112142,0.0,29.994416082112142,0.0,0.0,0.00353809620957491,8.060282110757732e-47,True,0.0,0.0,tunneling,0.00353809620957491,False
36,1.850000000000001,29.994378372979607,0.0,29.994378372979607,0.0,0.0,0.003539256347694679,4.320729120108689e-46,True,0.0,0.0,tunneling,0.003539256347694679,False
37,1.900000000000001,29.99434228048932,0.0,29.99434228048932,0.0,0.0,0.00353971275195831,2.0451365356805754e-45,True,0.0,0.0,tunneling,0.00353971275195831,False
38,1.950000000000001,29.994307703576126,0.0,29.994307703576126,0.0,0.0,0.003539523906159942,8.719115654746145e-45,True,0.0,0.0,tunneling,0.003539523906159942,False
39,2.000000000000001,29.994274549220425,0.0,29.994274549220425,0.0,0.0,0.0035387427010333972,3.3988491737672325e-44,True,0.0,0.0,tunneling,0.0035387427010333972,False
40,2.0500000000000007,29.99424273168586,0.0,29.99424273168586,0.0,0.0,0.0035374170598577166,1.2257258451922576e-43,True,0.0,0.0,tunneling,0.0035374170598577166,False
41,2.1000000000000005,29.994212171838633,0.0,29.994212171838633,0.0,0.0,0.003535590484963999,4.12791806615167e-43,True,0.0,0.0,tunneling,0.003535590484963999,False
42,2.1500000000000004,29.99418279653893,0.0,29.99418279653893,0.0,0.0,0.003533302536185007,1.308186947049765e-42,True,0.0,0.0,tunneling,0.003533302536185007,False
43,2.2,29.99415453809594,0.0,29.99415453809594,0.0,0.0,0.0035305892506139794,3.9261526685993144e-42,True,0.0,0.0,tunneling,0.0035305892506139794,False
44,2.25,29.99412733377925,0.0,29.99412733377925,0.0,0.0,0.0035274835116370002,1.1218679796498915e-41,True,0.0,0.0,tunneling,0.0035274835116370002,False
45,2.3,29.994101125380045,0.0,29.994101125380045,0.0,0.0,0.0035240153740267906,3.065953916687669e-41,True,0.0,0.0,tunneling,0.0035240153740267906,False
46,2.3499999999999996,29.994075858816572,0.0,29.994075858816572,0.0,0.0,0.003520212350896277,8.045128514402061e-41,True,0.0,0.0,tunneling,0.003520212350896277,False
47,2.3999999999999995,29.99405148377894,0.0,29.99405148377894,0.0,0.0,0.00351609966747605,2.033817400742532e-40,True,0.0,0.0,tunneling,0.00351609966747605,False
48,2.4499999999999993,29.994027953408846,0.0,29.994027953408846,0.0,0.0,0.0035117004859749144,4.968033206227336e-40,True,0.0,0.0,tunneling,0.0035117004859749144,False
49,2.499999999999999,29.994005224010486,0.0,29.994005224010486,0.0,0.0,0.00350703610518572,1.175648716539117e-39,True,0.0,0.0,tunneling,0.00350703610518572,False
50,2.549999999999999,29.993983254789285,0.0,29.993983254789285,0.0,0.0,0.0035021261379919377,2.7013944561767825e-39,True,0.0,0.0,tunneling,0.0035021261379919377,False
51,2.5999999999999988,29.99396200761535,0.0,29.99396200761535,0.0,0.0,0.003496988669499389,6.039517551904983e-39,True,0.0,0.0,tunneling,0.003496988669499389,False
52,2.6499999999999986,29.993941446809263,0.0,29.993941446809263,0.0,0.0,0.0034916403981501073,1.3161717928231415e-38,True,0.0,0.0,tunneling,0.0034916403981501073,False
53,2.6999999999999984,29.993921538947646,0.0,29.993921538947646,0.0,0.0,0.003486096761861407,2.8004660154406137e-38,True,0.0,0.0,tunneling,0.003486096761861407,False
54,2.7499999999999982,29.99390225268661,0.0,29.99390225268661,0.0,0.0,0.0034803720509645588,5.826351911595112e-38,True,0.0,0.0,tunneling,0.0034803720509645588,False
