step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent,price,momentum,value_delta
0,1.0,0.5014950000000001,0.0,0.0012500000000000002,0.0,0.0,1.0,0.0,True,0.5000000000000001,0.00024500000000000005,0,0,0.0,0.0,100.000000245,2.4500000000000003e-06,0.0
1,2.0,1.0029802000000003,0.0,0.0025000000000000005,0.0,0.0,1.0,0.0,True,1.0000000000000002,0.00048020000000000007,0,0,0.0,0.0,100.00000073745,7.129500000000002e-06,0.0
2,3.0,1.5044558940000001,0.0,0.0037500000000000007,0.0,0.0,1.0,0.0,True,1.5000000000000002,0.0007058940000000001,0,0,0.0,0.0,100.00000147899149,1.3831965000000003e-05,0.0
3,4.0,2.0059223681600002,0.0,0.005000000000000001,0.0,0.0,1.0,0.0,True,2.0000000000000004,0.0009223681600000001,0,0,0.0,0.0,100.0000024705195,2.2364048350000003e-05,0.0
4,5.0,2.5073799009960003,0.0,0.006250000000000001,0.0,0.0,1.0,0.0,True,2.5000000000000004,0.0011299009960000002,0,0,0.0,0.0,100.00000371224077,3.25448558925e-05,0.0
5,6.0,3.0088287635712967,0.0,0.0075000000000000015,0.0,0.0,1.0,0.0,True,3.0000000000000004,0.0013287635712960003,0,0,0.0,0.0,100.00000520372866,4.4205248810835e-05,0.0
6,7.0,3.510269219683183,0.0,0.00875,0.0,0.0,1.0,0.0,True,3.500000000000001,0.0015192196831817603,0,0,0.0,0.0,100.00000694397468,5.7187183202110864e-05,0.0
7,8.0,4.386701526045164,0.0,0.010000000000000002,0.0,0.0,1.0,0.0,True,4.375000000000001,0.0017015260451635713,0,0,0.0,0.0,100.00000893143677,7.134308449364103e-05,0.0
8,9.0,5.263125932464794,0.0,0.011250000000000003,0.0,0.0,1.0,0.0,True,5.250000000000001,0.0018759324647928375,0,0,0.0,0.0,100.00001116408485,8.653525491688735e-05,0.0
9,10.0,5.76454268201722,0.0,0.012500000000000002,0.0,0.0,1.0,0.0,True,5.750000000000001,0.0020426820172188675,0,0,0.0,0.0,100.00001363944342,0.00010263531234323165,0.0
10,11.0,6.640952011214564,0.0,0.013750000000000002,0.0,0.0,1.0,0.0,True,6.625000000000001,0.002202011214561939,0,0,0.0,0.0,100.00001635463158,0.00011952365887168945,0.0
11,12.0,7.892354150171206,0.0,0.015000000000000003,0.0,0.0,1.0,0.0,True,7.875000000000002,0.0023541501712044,0,0,0.0,0.0,100.00001930640055,0.00013708897764014898,0.0
12,13.0,9.396249322765097,0.0,0.018750000000000003,0.0,0.0,2.0,0.0,True,9.375000000000002,0.002499322765095338,0,0,0.0,0.0,100.0000224911688,0.00015522775640909492,0.0
13,14.0,9.897637746795164,0.0,0.020000000000000004,0.0,0.0,2.0,0.0,True,9.875000000000002,0.002637746795162157,0,0,0.0,0.0,100.00002590505515,0.00017384383654026175,0.0
14,15.0,10.399019634134921,0.0,0.021250000000000005,0.0,0.0,2.0,0.0,True,10.375000000000002,0.0027696341349202646,0,0,0.0,0.0,100.0000295439094,0.00019284798606245131,0.0
15,16.0,10.65039519088237,0.0,0.022500000000000006,0.0,0.0,2.0,0.0,True,10.625000000000002,0.002895190882369983,0,0,0.0,0.0,100.00003340334136,0.0002121574955830286,0.0
16,17.0,11.151764617506268,0.0,0.023750000000000004,0.0,0.0,2.0,0.0,True,11.125000000000002,0.003014617506267745,0,0,0.0,0.0,100.00003747874771,0.00023169579586655462,0.0
17,18.0,11.653128108988858,0.0,0.025000000000000005,0.0,0.0,2.0,0.0,True,11.625000000000002,0.0031281089888566477,0,0,0.0,0.0,100.0000417653373,0.0002513920959617934,0.0
18,19.0,12.529485854965143,0.0,0.026250000000000006,0.0,0.0,2.0,0.0,True,12.500000000000002,0.003235854965139488,0,0,0.0,0.0,100.00004625815463,0.0002711810408150986,0.0
19,20.0,13.030838039858779,0.0,0.027500000000000004,0.0,0.0,2.0,0.0,True,13.000000000000002,0.003338039858775472,0,0,0.0,0.0,100.00005095210186,0.0002910023873620984,0.0
20,21.0,13.907184843014685,0.0,0.028750000000000005,0.0,0.0,2.0,0.0,True,13.875000000000004,0.0034348430146799607,0,0,0.0,0.0,100.0000558419593,0.0003108006981407931,0.0
21,22.0,14.158526438828408,0.0,0.030000000000000006,0.0,0.0,2.0,0.0,True,14.125000000000004,0.0035264388284047595,0,0,0.0,0.0,100.00006092240444,0.00033052505151780106,0.0
22,23.0,15.034862996872379,0.0,0.03125000000000001,0.0,0.0,2.0,0.0,True,15.000000000000004,0.003612996872374695,0,0,0.0,0.0,100.00006618802979,0.000350128767665658,0.0
23,24.0,15.536194682019056,0.0,0.03250000000000001,0.0,0.0,2.0,0.0,True,15.500000000000004,0.0036946820190544697,0,0,0.0,0.0,100.00007163335925,0.0003695691494729198,0.0
24,25.0,16.41252165456112,0.0,0.03375000000000001,0.0,0.0,2.0,0.0,True,16.375000000000004,0.003771654561118105,0,0,0.0,0.0,100.00007725286359,0.0003888072376104549,0.0
25,26.0,16.913844070328693,0.0,0.035,0.0,0.0,2.0,0.0,True,16.875000000000004,0.003844070328691572,0,0,0.0,0.0,100.00008304097459,0.00040780757901684786,0.0
26,27.0,17.41516208080374,0.0,0.036250000000000004,0.0,0.0,2.0,0.0,True,17.375000000000004,0.003912080803737654,0,0,0.0,0.0,100.00008899209824,0.00042653800810338197,0.0
27,28.0,17.91647583323165,0.0,0.037500000000000006,0.0,0.0,2.0,0.0,True,17.875000000000004,0.003975833231650416,0,0,0.0,0.0,100.00009510062694,0.000444969440014717,0.0
