step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,order_parameter,domain_count
0,0.01,-0.49991582584670236,0.0,-0.49991825724302913,0.0,0.0,0.00696969256560502,-0.005233155676862736,True,2.4313963268280125e-06,0.0,0.0018274187778254424,633
10,0.10999999999999999,-0.5227847001555356,0.0,-0.5356618850189714,0.0,0.0,0.6518427333878564,-0.4567378834469133,True,0.012877184863435916,0.0,0.22378727028127648,407
20,0.21000000000000005,-0.6531440736043346,0.0,-0.7250297530463674,0.0,0.0,0.9745521562104699,-0.9992863555212224,True,0.07188567944203289,0.0,0.6131867619494256,327
30,0.3100000000000001,-0.7047330278497934,0.0,-0.7661330690878072,0.0,0.0,0.9882432715929346,-1.023964531150824,True,0.0614000412380139,0.0,0.6773237860997839,277
40,0.4100000000000002,-0.7680205534613441,0.0,-0.8221087765146609,0.0,0.0,1.1379384998480098,-1.0430326937893024,True,0.05408822305331676,0.0,0.7547405742716347,222
50,0.5100000000000002,-0.7678424462774079,0.0,-0.823171549533803,0.0,0.0,1.2240759556304135,-1.2087514207851457,True,0.05532910325639505,0.0,0.7509423394510955,192
60,0.6100000000000003,-0.7741842253506329,0.0,-0.8300868753966513,0.0,0.0,1.2429227564797123,-1.2400230097880915,True,0.055902650046018264,0.0,0.755602631237096,166
70,0.7100000000000004,-0.7782656460235212,0.0,-0.8328500132448192,0.0,0.0,1.2441103133869476,-1.2420224717895736,True,0.05458436722129795,0.0,0.7552735750616608,152
80,0.8100000000000005,-0.7762629139641832,0.0,-0.8318410328942804,0.0,0.0,1.2526462971108772,-1.2425632966131035,True,0.055578118930097176,0.0,0.7554513630870843,142
90,0.9100000000000006,-0.7737813542931066,0.0,-0.8282026999518743,0.0,0.0,1.2451200123031656,-1.2386900898788618,True,0.054421345658767745,0.0,0.7537271305008373,136
100,1.0100000000000007,-0.7764225744874278,0.0,-0.8301968898833241,0.0,0.0,1.2526597073132941,-1.2701482724539173,True,0.05377431539589626,0.0,0.7580123064580678,134
110,1.1100000000000008,-0.7766514987487574,0.0,-0.8324047547208275,0.0,0.0,1.279283709412797,-1.292117195392947,True,0.055753255972070204,0.0,0.7588399421393781,131
120,1.2100000000000009,-0.7701814390000751,0.0,-0.8254275248608445,0.0,0.0,1.285525230616014,-1.2798182515336132,True,0.05524608586076947,0.0,0.752244063947579,130
130,1.310000000000001,-0.7722538046011249,0.0,-0.8239736280773879,0.0,0.0,1.2940292858554887,-1.2632932712603009,True,0.051719823476263097,0.0,0.7538299727383324,132
140,1.410000000000001,-0.7845078032591994,0.0,-0.8360483525510417,0.0,0.0,1.2565231585007512,-1.3156351035757237,True,0.051540549291842166,0.0,0.7675669378384911,128
150,1.5100000000000011,-0.7807690074749237,0.0,-0.8408586769826216,0.0,0.0,1.3371809755491109,-1.3253245783757366,True,0.06008966950769787,0.0,0.7649240791083345,130
160,1.6100000000000012,-0.7576683003842597,0.0,-0.8180014192073717,0.0,0.0,1.2629964844546915,-1.246428107289457,True,0.060333118823111945,0.0,0.7351787068549649,132
170,1.7100000000000013,-0.7727921177040203,0.0,-0.8177411716014986,0.0,0.0,1.1930280969037743,-1.1960595621781362,True,0.04494905389747821,0.0,0.751282388758759,132
180,1.8100000000000014,-0.7991149075535213,0.0,-0.851532282245375,0.0,0.0,1.292945637186166,-1.284774485291392,True,0.05241737469185371,0.0,0.7856082487503406,134
190,1.9100000000000015,-0.7715558162338441,0.0,-0.8414824030359889,0.0,0.0,1.3228446586810598,-1.319365578625275,True,0.06992658680214489,0.0,0.7538171220374841,132
200,2.010000000000001,-0.7441792922119672,0.0,-0.7916421230152955,0.0,0.0,1.112344209917788,-1.131846241070607,True,0.04746283080332818,0.0,0.7199527857890886,128
