step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,kinetic_energy,max_velocity
0,0.0001,0.00021610843981490253,0.0,0.00019014575891319145,0.0,0.0,1.1,0.9644076771047508,True,2.5972734517672455e-05,-1.0053615961422761e-08,21.730856185991925,1.0216055908934463
100,0.010099999999999994,0.0002137063586483105,0.0,0.00018892695850682457,0.0,0.0,1.1,0.9649410594317541,True,2.579489788163669e-05,-1.0154977401507982e-06,21.424215676124224,1.0187305592631675
