step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,kinetic_energy,max_velocity
0,0.0001,0.00021716007679382747,0.0,0.00019341462553339962,0.0,0.0,1.1,0.9678439084746471,True,2.37555176124164e-05,-1.0066351988552716e-08,21.87006428735656,0.9707192874835724
100,0.010099999999999994,0.00021471362850420986,0.0,0.00019213064727522525,0.0,0.0,1.1,0.9682682023666633,True,2.3599779992245535e-05,-1.016798763260906e-06,21.549479900973903,0.968058318468433
