step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,order_parameter,domain_count
0,0.01,-0.4984836983604399,0.0,-0.4984912047452168,0.0,0.0,0.014704265939508906,-0.013591735292774229,True,7.506384776859345e-06,0.0,0.004607942049424815,206
0,0.02,-0.49783963672728115,0.0,-0.4978518056254051,0.0,0.0,0.019034671147346124,-0.02013838629386189,True,1.2168898123912092e-05,0.0,0.007746177983395762,141
0,0.03,-0.49629648873630355,0.0,-0.4963285107594786,0.0,0.0,0.03620633722944066,-0.035072360040743225,True,3.2022023175071026e-05,0.0,0.012467888795272579,127
0,0.04,-0.49566178431363617,0.0,-0.4957499370888435,0.0,0.0,0.06601084037980082,-0.05466900560115422,True,8.815277520735524e-05,0.0,0.019455653243866784,161
0,0.05,-0.49695584919849667,0.0,-0.49719290616441336,0.0,0.0,0.11269497932609804,-0.09144767469138901,True,0.00023705696591669342,0.0,0.031086743834678594,178
0,0.060000000000000005,-0.4998544975201493,0.0,-0.5005167856369459,0.0,0.0,0.18249903286192926,-0.15765754622839195,True,0.0006622881167967166,0.0,0.051912208258893,175
0,0.07,-0.49979660359826966,0.0,-0.5016531007643608,0.0,0.0,0.30325708783905736,-0.2529518232571423,True,0.0018564971660912208,0.0,0.08740122773787312,176
0,0.08,-0.5065964768491876,0.0,-0.5116690722213746,0.0,0.0,0.4943535781333207,-0.40321887189889116,True,0.005072595372186939,0.0,0.14497163855910114,182
0,0.09,-0.5238694119183531,0.0,-0.5369620769036547,0.0,0.0,0.7468016200965166,-0.6150306317768868,True,0.013092664985301563,0.0,0.23527682071068776,185
0,0.09999999999999999,-0.5593577897157281,0.0,-0.5883365029263583,0.0,0.0,0.9630231604790269,-0.8426195789797368,True,0.028978713210630114,0.0,0.356640650332821,183
0,0.10999999999999999,-0.6008506962326989,0.0,-0.6494547475793089,0.0,0.0,0.9643357943956821,-0.9443955508008239,True,0.04860405134660997,0.0,0.4732472397626249,180
0,0.11999999999999998,-0.6266738960743407,0.0,-0.6879317009629813,0.0,0.0,0.983010896283825,-0.9327135558057984,True,0.061257804888640695,0.0,0.5408795258420425,177
0,0.12999999999999998,-0.6377509999192323,0.0,-0.7044883538325614,0.0,0.0,0.985161852048082,-0.9541568280614062,True,0.066737353913329,0.0,0.5737759211502835,172
0,0.13999999999999999,-0.6452130389975465,0.0,-0.7135893524322744,0.0,0.0,0.9668884664029107,-0.9426098564213586,True,0.06837631343472801,0.0,0.589382597692334,170
0,0.15,-0.6534311486971154,0.0,-0.7226502579324405,0.0,0.0,0.9895432004372494,-0.9563475955859467,True,0.0692191092353253,0.0,0.6031846204290244,167
0,0.16,-0.6576239703335357,0.0,-0.7262802091757665,0.0,0.0,0.9628527404076739,-0.9470951022201274,True,0.06865623884223071,0.0,0.6109246121942465,159
