Price,Close,High,Low,Open,Volume
Ticker,PTT.BK,PTT.BK,PTT.BK,PTT.BK,PTT.BK
Date,,,,,
2010-01-04,12.254121780395508,12.35415580918049,12.054054676820744,12.304138794787999,40044000
2010-01-05,12.20410442352295,12.50420554746105,12.154087410534071,12.404171521483292,69048000
2010-01-06,12.254121780395508,12.304138794787999,12.154087751610525,12.254121780395508,29298000
2010-01-07,12.20410442352295,12.404171521483292,12.204104423522951,12.354155462489587,48300000
2010-01-08,12.304141998291016,12.404175099125387,12.204107943461194,12.204107943461194,41024000
2010-01-11,12.454191207885742,12.554225255336783,12.404174184160222,12.404174184160222,63098000
2010-01-12,12.354155540466309,12.454188613080278,12.354155540466309,12.404171599775703,36750000
2010-01-13,12.304141998291016,12.404175099125387,12.204107943461194,12.254124970876106,62833000
2010-01-14,12.354155540466309,12.454188613080278,12.304138527161733,12.404171599775703,32838000
2010-01-15,12.354155540466309,12.454188613080278,12.304138527161733,12.404171599775703,35461000
2010-01-18,12.354155540466309,12.354155540466309,12.254121513857157,12.304138527161733,23203000
2010-01-19,12.104073524475098,12.354157680319663,12.104073524475098,12.304140658351681,46709000
2010-01-20,11.904006004333496,12.15409017210517,11.753955885268647,12.15409017210517,50895000
2010-01-21,11.553889274597168,11.853990480559842,11.553889274597168,11.803973453900156,72969000
2010-01-22,11.453850746154785,11.503867753272372,11.303800678797082,11.35381768591467,72926000
2010-01-25,11.303801536560059,11.403834604390953,11.10373444690314,11.30380153656006,95599000
2010-01-26,11.103736877441406,11.353821032753192,11.003702833718556,11.303804010891767,114063000
2010-01-27,10.853652000427246,11.153752203650262,10.853652000427248,11.103736139109946,104217000
2010-01-28,11.003702163696289,11.053719182512149,10.753618023612283,10.953685144880431,65195000
2010-01-29,11.153753280639648,11.203770304004811,10.903669117809205,10.903669117809205,43369000
2010-02-01,11.20376968383789,11.20376968383789,10.903668514253908,11.10373659664011,45300000
2010-02-02,10.953683853149414,11.303801989576886,10.953683853149414,11.253784976659366,62797000
