step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,nature_health,gini_estimate,capital_concentration
1,0.001,4.658004540027044,0.0,4.658004540027044,0.0,0.0,50.914341522641195,0.001,True,0.0,0.0,0.0,2.5729596527278917,0.04299813855797372,0.002,911.4019065450435,0.0,911.4019065450435,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.4809768956879732,0.004132137438489698
3,0.003,2636.2232896430305,0.0,2636.2232896430305,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9215661945497208,0.001854122287889093
4,0.004,2266.4002857569344,0.0,2266.4002857569344,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0657796510487274,0.002149015078718818
5,0.005,2578.0518728893735,0.0,2578.0518728893735,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9478495895322254,0.001899710121933574
6,0.006,2303.6151592360193,0.0,2303.6151592360193,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0606954135131685,0.0021263010922561477
7,0.007,2588.019315056532,0.0,2588.019315056532,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9438409704605729,0.0018922556802090777
8,0.008,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
9,0.009000000000000001,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
10,0.010000000000000002,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
11,0.011000000000000003,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
12,0.012000000000000004,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
13,0.013000000000000005,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
14,0.014000000000000005,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
15,0.015000000000000006,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
16,0.016000000000000007,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
17,0.017000000000000008,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
18,0.01800000000000001,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
19,0.01900000000000001,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
20,0.02000000000000001,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
21,0.02100000000000001,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
22,0.022000000000000013,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
23,0.023000000000000013,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
24,0.024000000000000014,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
25,0.025000000000000015,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
26,0.026000000000000016,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
27,0.027000000000000017,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
28,0.028000000000000018,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
29,0.02900000000000002,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
30,0.03000000000000002,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
31,0.03100000000000002,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
32,0.03200000000000002,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
33,0.03300000000000002,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
34,0.03400000000000002,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
35,0.035000000000000024,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
36,0.036000000000000025,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
37,0.037000000000000026,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
38,0.03800000000000003,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
39,0.03900000000000003,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
40,0.04000000000000003,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
41,0.04100000000000003,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
42,0.04200000000000003,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
43,0.04300000000000003,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
44,0.04400000000000003,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
45,0.04500000000000003,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
46,0.046000000000000034,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
47,0.047000000000000035,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
48,0.048000000000000036,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
49,0.04900000000000004,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
50,0.05000000000000004,2308.3994712645003,0.0,2308.3994712645003,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0597615579505135,0.0021231184048909066
51,0.05100000000000004,2592.5995292355,0.0,2592.5995292355,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9435706157219195,0.0018903423374056184
