step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,nature_health,gini_estimate,capital_concentration
1,0.001,58.23683989285836,0.0,58.23683989285836,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.4081358255062086,0.009222367677344948
2,0.002,362.0039763649231,0.0,362.0039763649231,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.380072758305866,0.006201481773229818
3,0.003,319.88654756957925,0.0,319.88654756957925,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.4020224951336866,0.006659024656769732
4,0.004,352.5960824405999,0.0,352.5960824405999,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.493360757790279,0.006632218117900739
5,0.005,352.30150134491373,0.0,352.30150134491373,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5000949730895183,0.006656041044742893
6,0.006,371.60979853500874,0.0,371.60979853500874,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5072695024842404,0.006506072603253057
7,0.007,371.3223297764529,0.0,371.3223297764529,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5138432026322606,0.006528666314060616
8,0.008,395.51491044811826,0.0,395.51491044811826,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5195995634835433,0.006346662107420935
9,0.009000000000000001,385.4515278025376,0.0,385.4515278025376,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5261237484485284,0.006447102042640156
10,0.010000000000000002,409.6907084553566,0.0,409.6907084553566,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5283512365122573,0.006263461720800902
11,0.011000000000000003,399.63240353614145,0.0,399.63240353614145,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5353360195563477,0.006361069534075125
12,0.012000000000000004,428.7394606500005,0.0,428.7394606500005,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5362189521381364,0.006147718446866602
13,0.013000000000000005,404.0198266854814,0.0,404.0198266854814,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5448262911893968,0.006355072587438042
14,0.014000000000000005,433.2023655278419,0.0,433.2023655278419,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5420442735123427,0.00613312399302114
15,0.015000000000000006,408.4870249084188,0.0,408.4870249084188,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.551111453878947,0.0063393268453347815
16,0.016000000000000007,437.67379709814213,0.0,437.67379709814213,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5477025213425415,0.0061183181038072364
17,0.017000000000000008,412.96263093856777,0.0,412.96263093856777,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.557216686611787,0.0063233625482725314
18,0.01800000000000001,442.1535197852654,0.0,442.1535197852654,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5531967386096968,0.006103310434005
19,0.01900000000000001,417.44641353955507,0.0,417.44641353955507,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5631453220301006,0.006307189988652957
20,0.02000000000000001,446.6413065925772,0.0,446.6413065925772,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.558529926283838,0.006088110349310701
21,0.02100000000000001,421.93814985768984,0.0,421.93814985768984,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5689006450676832,0.0062908191478717335
22,0.022000000000000013,451.13693871517705,0.0,451.13693871517705,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5637050432490152,0.006072726933808177
23,0.023000000000000013,426.4376250452655,0.0,426.4376250452655,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5744858929813985,0.006274259704281775
24,0.024000000000000014,455.64020517343306,0.0,455.64020517343306,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.568725006268668,0.006057168997288134
25,0.025000000000000015,430.9446319040051,0.0,430.9446319040051,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5799042554178526,0.006257521041005674
26,0.026000000000000016,460.15090246602693,0.0,460.15090246602693,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5735926899894075,0.006041445082416245
27,0.027000000000000017,440.3248824189328,0.0,440.3248824189328,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5847647475267028,0.0062054943663992935
28,0.028000000000000018,464.63493358335313,0.0,464.63493358335313,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.579450718446802,0.0060289396048117064
29,0.02900000000000002,444.8467352186204,0.0,444.8467352186204,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5897662501991343,0.006188598260339966
30,0.03000000000000002,469.1602822684805,0.0,469.1602822684805,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.584016309570808,0.006012874125416659
31,0.03100000000000002,449.37553409424805,0.0,449.37553409424805,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5946124947804983,0.006171550975703805
32,0.03200000000000002,473.69248643017875,0.0,473.69248643017875,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.588437962257687,0.005996667024202941
33,0.03300000000000002,453.91109941106544,0.0,453.91109941106544,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.599306431091305,0.00615436067720555
34,0.03400000000000002,478.23136952804833,0.0,478.23136952804833,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5927183860802585,0.00598032584780865
35,0.035000000000000024,458.4532576566377,0.0,458.4532576566377,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.6038509631348021,0.0061370352749015745
