step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,nature_health,gini_estimate,capital_concentration
1,0.001,51.818507341402686,0.0,51.818507341402686,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,6.509044549940411,0.640356338333463
2,0.002,95.75691621320583,0.0,95.7569162132,0.002,1.3398802362611606,0.0,1.3398802362611606,0.0,0.0,10.117242977608512,0.007753247993529042,True,0.0,0.0,0.9504866377892739,1.5521620448252662,0.09598168653502052
3,0.003,1.6767763516955112,0.0,1.6767763516955112,0.0,0.0,9.419180042563259,0.001,True,0.0,0.0,0.9104061098766854,1.7162563225059386,0.08833394423003706
4,0.004,4.1864083768245415,0.0,4.1864083768245415,0.0,0.0,17.27395533934084,0.001,True,0.0,0.0,0.7435580011985646,2.306603301579354,0.13821437935818803
5,0.005,12.313907164322734,0.0,12.313907164322734,0.0,0.0,32.077119785869186,0.001,True,0.0,0.0,0.20664097964310202,2.850308818351965,0.18622025266329623
6,0.006,49.14570640916113,0.0,49.14570640916113,0.0,0.0,60.70877186820053,0.001,True,0.0,0.0,0.0,2.8876223303062303,0.18194659755443834
7,0.007,143.89600342468887,0.0,143.89600342468887,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,3.058075536457189,0.18653261717239808
8,0.008,279.25145790221256,0.0,279.25145790221256,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,2.446234173701707,0.11014652458387851
9,0.009000000000000001,350.59810465172455,0.0,350.59810465172455,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,2.1603839497935797,0.08854879816490745
10,0.010000000000000002,680.9445513916735,0.0,680.9445513916735,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.7716653382579606,0.05441757158822617
11,0.011000000000000003,774.3713754202467,0.0,774.3713754202467,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.546793441186493,0.04617658849719761
12,0.012000000000000004,1200.9356111138104,0.0,1200.9356111138104,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.3002137767909074,0.033062307985311075
13,0.013000000000000005,1515.4497275648669,0.0,1515.4497275648669,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.1958914570759247,0.027992515100618207
14,0.014000000000000005,1954.004054067731,0.0,1954.004054067731,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0442627716326893,0.022876835084715382
15,0.015000000000000006,2262.4850500440466,0.0,2262.4850500440466,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0305985053753843,0.021130130100849815
16,0.016000000000000007,2514.2304865467495,0.0,2514.2304865467495,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9555710278781175,0.019309367593484145
17,0.017000000000000008,2337.3094626963493,0.0,2337.3094626963493,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0269173558183096,0.020753950567660193
18,0.01800000000000001,2526.1543077641377,0.0,2526.1543077641377,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9517728936571356,0.019227317735730144
19,0.01900000000000001,2326.5791358976066,0.0,2326.5791358976066,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0335280781672467,0.020870818886849746
20,0.02000000000000001,2538.6064605722313,0.0,2538.6064605722313,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9512739931311003,0.019175747778795015
21,0.02100000000000001,2337.0146955812943,0.0,2337.0146955812943,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0278697905769418,0.02076522990007306
22,0.022000000000000013,2514.323199668036,0.0,2514.323199668036,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9574474731946931,0.019327306500889405
23,0.023000000000000013,2342.1406188708033,0.0,2342.1406188708033,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.027176918679075,0.020735465978067778
24,0.024000000000000014,2512.920382147359,0.0,2512.920382147359,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9606321730411245,0.019363742052099647
25,0.025000000000000015,2364.552657384488,0.0,2364.552657384488,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.022292385465655,0.020587104355674776
26,0.026000000000000016,2501.590545807766,0.0,2501.590545807766,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.972675280781247,0.019525443853361652
27,0.027000000000000017,2382.3643397442606,0.0,2382.3643397442606,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0211334279272173,0.020498765883183993
28,0.028000000000000018,2512.2799096944714,0.0,2512.2799096944714,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9652511389081612,0.019411386366103303
29,0.02900000000000002,2362.2407145557686,0.0,2362.2407145557686,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.026317219932909,0.02063897757257108
30,0.03000000000000002,2526.2506324106107,0.0,2526.2506324106107,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9620232841417277,0.019326659006547262
31,0.03100000000000002,2366.8909588386414,0.0,2366.8909588386414,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0243623414617915,0.020598552530768977
32,0.03200000000000002,2507.665744320271,0.0,2507.665744320271,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9673522175205527,0.019449676106052586
33,0.03300000000000002,2368.109121362809,0.0,2368.109121362809,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0239596788116723,0.0205891199992456
34,0.03400000000000002,2506.6005943304385,0.0,2506.6005943304385,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9679864916831258,0.019459996754841377
35,0.035000000000000024,2369.855178521854,0.0,2369.855178521854,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0234423817250853,0.020576233943906837
36,0.036000000000000025,2505.24136877917,0.0,2505.24136877917,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9689187080504126,0.019474384965192094
