step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,S_total,T_A,T_B,E_A,E_B
0,1.0,94.78114337520678,0.0,94.78114337520678,0.0,0.0,20.455926363202803,0.23090777506376875,True,0.0,0.0,211.56686105810215,20.455926363202803,0.23090777506376875,998,2
100,101.0,67.09545864209349,0.0,67.09545864209349,0.0,0.0,17.375204158039796,1.4842761101790651,True,0.0,0.0,404.80331724678854,17.375204158039796,1.4842761101790651,844,156
200,201.0,50.19939825455936,0.0,50.19939825455936,0.0,0.0,15.114486928025777,2.256523687332193,True,0.0,0.0,459.0870628963428,15.114486928025777,2.256523687332193,731,269
300,301.0,39.837224463372884,0.0,39.837224463372884,0.0,0.0,13.49382490085823,2.803673252057129,True,0.0,0.0,485.55519940812883,13.49382490085823,2.803673252057129,650,350
400,401.0,34.06155808286296,0.0,34.06155808286296,0.0,0.0,12.473319789025465,3.146896678978403,True,0.0,0.0,498.78503897727705,12.473319789025465,3.146896678978403,599,401
500,501.0,29.54336280126301,0.0,29.54336280126301,0.0,0.0,11.592812529276767,3.44249338272373,True,0.0,0.0,508.49045032921595,11.592812529276767,3.44249338272373,555,445
600,601.0,24.931533758440132,0.0,24.931533758440132,0.0,0.0,10.592133694784033,3.7779680011024825,True,0.0,0.0,517.8392138211402,10.592133694784033,3.7779680011024825,505,495
700,701.0,23.160305674497195,0.0,23.160305674497195,0.0,0.0,10.171808741702526,3.9187578014658677,True,0.0,0.0,521.2736683594612,10.171808741702526,3.9187578014658677,484,516
800,801.0,22.834044671847515,0.0,22.834044671847515,0.0,0.0,10.091743775816937,3.9455685023920406,True,0.0,0.0,521.8961244894053,10.091743775816937,3.9455685023920406,480,520
900,901.0,22.753035206953456,0.0,22.753035206953456,0.0,0.0,10.071727372903194,3.9522708716397883,True,0.0,0.0,522.0501690618617,10.071727372903194,3.9522708716397883,479,521
1000,1001.0,22.51134069632384,0.0,22.51134069632384,0.0,0.0,10.011677770496949,3.972377254997505,True,0.0,0.0,522.5085470707027,10.011677770496949,3.972377254997505,476,524
1100,1101.0,21.256094944001717,0.0,21.256094944001717,0.0,0.0,9.691402839095339,4.079593555093328,True,0.0,0.0,524.8587075447863,9.691402839095339,4.079593555093328,460,540
1200,1201.0,21.876603800519955,0.0,21.876603800519955,0.0,0.0,9.851542540077842,4.025989071902295,True,0.0,0.0,523.7034589345944,9.851542540077842,4.025989071902295,468,532
1300,1301.0,21.33288045627949,0.0,21.33288045627949,0.0,0.0,9.711420553769017,4.072893385799228,True,0.0,0.0,524.7164613952541,9.711420553769017,4.072893385799228,461,539
1400,1401.0,20.352009174880138,0.0,20.352009174880138,0.0,0.0,9.45118440767327,4.159987152983497,True,0.0,0.0,526.517753931681,9.45118440767327,4.159987152983497,448,552
1500,1501.0,19.839409587479853,0.0,19.839409587479853,0.0,0.0,9.31105178239774,4.206876458522023,True,0.0,0.0,527.4448451067838,9.31105178239774,4.206876458522023,441,559
1600,1601.0,19.984755050120512,0.0,19.984755050120512,0.0,0.0,9.3510900810974,4.19348002309059,True,0.0,0.0,527.1830124365852,9.3510900810974,4.19348002309059,443,557
1700,1701.0,19.266920241173565,0.0,19.266920241173565,0.0,0.0,9.15089523484204,4.260458224747494,True,0.0,0.0,528.4678155995616,9.15089523484204,4.260458224747494,433,567
1800,1801.0,18.571316724029813,0.0,18.571316724029813,0.0,0.0,8.950691668828453,4.327426766037242,True,0.0,0.0,529.6918040259575,8.950691668828453,4.327426766037242,423,577
1900,1901.0,17.70026806865621,0.0,17.70026806865621,0.0,0.0,8.690413004666729,4.414472154268902,True,0.0,0.0,531.1921463158924,8.690413004666729,4.414472154268902,410,590
2000,2001.0,18.097621921587788,0.0,18.097621921587788,0.0,0.0,8.810543665652265,4.374299235884453,True,0.0,0.0,530.5124458793894,8.810543665652265,4.374299235884453,416,584
2100,2101.0,17.56959530536046,0.0,17.56959530536046,0.0,0.0,8.650368644181928,4.427862428622215,True,0.0,0.0,531.4138453604191,8.650368644181928,4.427862428622215,408,592
2200,2201.0,18.98601107573984,0.0,18.98601107573984,0.0,0.0,9.070814887178555,4.2872467750164995,True,0.0,0.0,528.96470282273,9.070814887178555,4.2872467750164995,429,571
2300,2301.0,18.434863781905438,0.0,18.434863781905438,0.0,0.0,8.910649857469874,4.340819354609521,True,0.0,0.0,529.9293110351528,8.910649857469874,4.340819354609521,421,579
2400,2401.0,17.43981180462864,0.0,17.43981180462864,0.0,0.0,8.610323870892348,4.441252359046147,True,0.0,0.0,531.6331081688204,8.610323870892348,4.441252359046147,406,594
2500,2501.0,18.70865892087442,0.0,18.70865892087442,0.0,0.0,8.99073310760601,4.314033808896174,True,0.0,0.0,529.4518670488947,8.99073310760601,4.314033808896174,425,575
2600,2601.0,18.36697078161934,0.0,18.36697078161934,0.0,0.0,8.890628810497562,4.3475155117524364,True,0.0,0.0,530.0471532590791,8.890628810497562,4.3475155117524364,420,580
2700,2701.0,18.231851723147308,0.0,18.231851723147308,0.0,0.0,8.850586430766635,4.360907553868752,True,0.0,0.0,530.281014948248,8.850586430766635,4.360907553868752,418,582
2800,2801.0,17.83183009324703,0.0,17.83183009324703,0.0,0.0,8.730456958034562,4.401081532830865,True,0.0,0.0,530.9680125526688,8.730456958034562,4.401081532830865,412,588
2900,2901.0,17.05579689157862,0.0,17.05579689157862,0.0,0.0,8.490187015703762,4.481420117724549,True,0.0,0.0,532.2762607830059,8.490187015703762,4.481420117724549,400,600
3000,3001.0,16.372556233239234,0.0,16.372556233239234,0.0,0.0,8.269925782319213,4.555053312192001,True,0.0,0.0,533.3981765654771,8.269925782319213,4.555053312192001,389,611
3100,3101.0,16.679785394223774,0.0,16.679785394223774,0.0,0.0,8.370046229991631,4.5215848910229655,True,0.0,0.0,532.8974119043987,8.370046229991631,4.5215848910229655,394,606
3200,3201.0,16.433557427271857,0.0,16.433557427271857,0.0,0.0,8.289950104716771,4.54835978725768,True,0.0,0.0,533.2992526183284,8.289950104716771,4.54835978725768,390,610
3300,3301.0,16.804233288873437,0.0,16.804233288873437,0.0,0.0,8.410093605699577,4.508196960015788,True,0.0,0.0,532.6928104836998,8.410093605699577,4.508196960015788,396,604
3400,3401.0,18.03084049245798,0.0,18.03084049245798,0.0,0.0,8.790522136928384,4.380994942891916,True,0.0,0.0,530.6272496073339,8.790522136928384,4.380994942891916,415,585
3500,3501.0,18.097621921587788,0.0,18.097621921587788,0.0,0.0,8.810543665652265,4.374299235884453,True,0.0,0.0,530.5124458793894,8.810543665652265,4.374299235884453,416,584
3600,3601.0,18.98601107573984,0.0,18.98601107573984,0.0,0.0,9.070814887178555,4.2872467750164995,True,0.0,0.0,528.96470282273,9.070814887178555,4.2872467750164995,429,571
3700,3701.0,17.56959530536046,0.0,17.56959530536046,0.0,0.0,8.650368644181928,4.427862428622215,True,0.0,0.0,531.4138453604191,8.650368644181928,4.427862428622215,408,592
3800,3801.0,16.804233288873437,0.0,16.804233288873437,0.0,0.0,8.410093605699577,4.508196960015788,True,0.0,0.0,532.6928104836998,8.410093605699577,4.508196960015788,396,604
3900,3901.0,17.43981180462864,0.0,17.43981180462864,0.0,0.0,8.610323870892348,4.441252359046147,True,0.0,0.0,531.6331081688204,8.610323870892348,4.441252359046147,406,594
4000,4001.0,17.182912596289093,0.0,17.182912596289093,0.0,0.0,8.530233062612465,4.46803120053647,True,0.0,0.0,532.0643179359085,8.530233062612465,4.46803120053647,402,598
4100,4101.0,17.765937923366295,0.0,17.765937923366295,0.0,0.0,8.710435031888874,4.407776887134192,True,0.0,0.0,531.080383687593,8.710435031888874,4.407776887134192,411,589
4200,4201.0,17.246803923789322,0.0,17.246803923789322,0.0,0.0,8.550255924244158,4.461336616622727,True,0.0,0.0,531.9574305922874,8.550255924244158,4.461336616622727,403,597
4300,4301.0,16.130774655458403,0.0,16.130774655458403,0.0,0.0,8.18982730275479,4.581826625954332,True,0.0,0.0,533.7877136132265,8.18982730275479,4.581826625954332,385,615
4400,4401.0,17.504592397091976,0.0,17.504592397091976,0.0,0.0,8.630346309497352,4.434557436629649,True,0.0,0.0,531.523781397314,8.630346309497352,4.434557436629649,407,593
4500,4501.0,18.231851723147308,0.0,18.231851723147308,0.0,0.0,8.850586430766635,4.360907553868752,True,0.0,0.0,530.281014948248,8.850586430766635,4.360907553868752,418,582
4600,4601.0,17.56959530536046,0.0,17.56959530536046,0.0,0.0,8.650368644181928,4.427862428622215,True,0.0,0.0,531.4138453604191,8.650368644181928,4.427862428622215,408,592
4700,4701.0,18.16462566519301,0.0,18.16462566519301,0.0,0.0,8.830565096710473,4.367603439681068,True,0.0,0.0,530.3970342960079,8.830565096710473,4.367603439681068,417,583
4800,4801.0,18.097621921587788,0.0,18.097621921587788,0.0,0.0,8.810543665652265,4.374299235884453,True,0.0,0.0,530.5124458793894,8.810543665652265,4.374299235884453,416,584
4900,4901.0,18.29930009532873,0.0,18.29930009532873,0.0,0.0,8.870607668478431,4.354211578031925,True,0.0,0.0,530.1643879142107,8.870607668478431,4.354211578031925,419,581
5000,5001.0,17.964281377934,0.0,17.964281377934,0.0,0.0,8.770500509869077,4.387690561113925,True,0.0,0.0,530.7414453757806,8.770500509869077,4.387690561113925,414,586
