step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,order_parameter,domain_count
0,0.01,-0.49996115175703754,0.0,-0.4999636236097417,0.0,0.0,0.00745129732715254,-0.006908631968051954,True,2.471852704170172e-06,0.0,0.001966149128504233,550
10,0.10999999999999999,-0.5307714201971481,0.0,-0.5463426322691889,0.0,0.0,0.6479941339558882,-0.7525723715713812,True,0.0155712120720408,0.0,0.25731842176329706,340
20,0.21000000000000005,-0.6760429715796056,0.0,-0.7452518311093856,0.0,0.0,0.9742850798347824,-0.9685146363085224,True,0.06920885952978005,0.0,0.6490282647349196,278
30,0.3100000000000001,-0.740926229443021,0.0,-0.7977810203950528,0.0,0.0,0.9937784764422022,-0.983714620064335,True,0.05685479095203185,0.0,0.7247384082153868,223
40,0.4100000000000002,-0.7700934072133407,0.0,-0.822965042826727,0.0,0.0,1.1936929013574529,-1.3046318087716118,True,0.05287163561338623,0.0,0.7561752380452369,196
50,0.5100000000000002,-0.7728127038480681,0.0,-0.8258286289700559,0.0,0.0,1.264344701721944,-1.2369778823578015,True,0.05301592512198766,0.0,0.7511034478065237,176
60,0.6100000000000003,-0.7808998654863937,0.0,-0.8329720276514323,0.0,0.0,1.243069070549443,-1.230459671216203,True,0.05207216216503852,0.0,0.7590742835466837,158
70,0.7100000000000004,-0.786239020527782,0.0,-0.8403472496300644,0.0,0.0,1.2631054653643292,-1.2470729187600935,True,0.0541082291022823,0.0,0.7627380764443642,149
80,0.8100000000000005,-0.787487948850678,0.0,-0.8413279714880959,0.0,0.0,1.2390493350650114,-1.242762451922632,True,0.05384002263741787,0.0,0.7612363094786488,142
90,0.9100000000000006,-0.7875456291715759,0.0,-0.8416372267493933,0.0,0.0,1.2514797847107517,-1.2505489919852788,True,0.05409159757781742,0.0,0.7603941588125904,138
100,1.0100000000000007,-0.7857300427285687,0.0,-0.839476193859942,0.0,0.0,1.2518810978607429,-1.248566922682278,True,0.05374615113137324,0.0,0.7597663130540772,134
110,1.1100000000000008,-0.7857645539615203,0.0,-0.8403778736191931,0.0,0.0,1.2479333615169785,-1.264749289922403,True,0.05461331965767298,0.0,0.7596100211833142,132
120,1.2100000000000009,-0.7821360711739844,0.0,-0.8373530230307167,0.0,0.0,1.249061586280912,-1.2706743469047674,True,0.05521695185673205,0.0,0.755567640791123,132
130,1.310000000000001,-0.7841074590498347,0.0,-0.8371001399990041,0.0,0.0,1.2752678933194415,-1.2868712590736582,True,0.05299268094916931,0.0,0.755817361899191,130
140,1.410000000000001,-0.7896245608753126,0.0,-0.84178576938873,0.0,0.0,1.2845536104045039,-1.3253003274862865,True,0.05216120851341738,0.0,0.7620726451753217,130
150,1.5100000000000011,-0.7888480834039724,0.0,-0.845516477140083,0.0,0.0,1.3285291958099887,-1.3266185095423115,True,0.05666839373611079,0.0,0.7647553509601319,128
160,1.6100000000000012,-0.7750768623281272,0.0,-0.833508133756846,0.0,0.0,1.2780299024499922,-1.2888655992866695,True,0.058431271428718706,0.0,0.7463742990466296,128
170,1.7100000000000013,-0.7797330486294642,0.0,-0.827304116882432,0.0,0.0,1.2021564948391799,-1.206682712868476,True,0.04757106825296775,0.0,0.7514825719673317,130
180,1.8100000000000014,-0.8040807840682234,0.0,-0.8552505021967731,0.0,0.0,1.300745644139286,-1.2782934375425512,True,0.051169718128549854,0.0,0.7790797648887958,128
190,1.9100000000000015,-0.7857904465555289,0.0,-0.8513695140749729,0.0,0.0,1.3287409019317966,-1.3148790250420015,True,0.06557906751944385,0.0,0.7566896843090432,130
200,2.010000000000001,-0.7670239408192197,0.0,-0.8143817906329498,0.0,0.0,1.1637721096565425,-1.153394565999609,True,0.04735784981373011,0.0,0.7298538138266777,130
