step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,M_baryon,M_halo,M_total,Halo_Ratio,V_virial
39,0.04000000000000003,0.023644577782350334,3962293813.6235147,0.0,0.0,0.0,0.09094248525895338,1e-12,True,0.012449221563251945,0.01119535621909839,28.93218463079596,79245843.55988142,79245872.49206606,2739020.3874473977,8902.015292756483
40,0.04100000000000003,0.024269582777142085,3391070916.6607947,0.0,0.0,0.0,0.07702841233026725,1e-12,True,0.009395738866866668,0.014873843910275415,25.916367215234928,67821389.40103126,67821415.31739847,2616932.7219034596,8235.376028647137
41,0.04200000000000003,0.02248009100631259,2414196537.0313764,0.0,0.0,0.0,0.06891916928100865,1e-12,True,0.009757327239860506,0.012722763766452084,24.35111092353752,48283904.82426031,48283929.17537123,1982821.4398057212,6948.663953640838
42,0.04300000000000003,0.025595365954239425,2631688182.8043046,0.0,0.0,0.0,0.06450865024974305,1e-12,True,0.009563800354748566,0.016031565599490857,21.625144300445935,52633739.304975174,52633760.93011948,2433913.900008329,7254.91307019499
43,0.04400000000000003,0.02710391811056878,2482376673.8691735,0.0,0.0,0.0,0.05698406245674173,1e-12,True,0.007966155385932636,0.019137762724636145,19.11261845142863,49647511.85223916,49647530.964857616,2597630.04089743,7046.100586663766
44,0.04500000000000003,0.014848588012325931,2308779608.9586215,0.0,0.0,0.0,0.04828082180941794,1e-12,True,0.004580575416499898,0.010268012595826034,15.968223275991761,46175573.06655398,46175589.034777254,2891716.3960931883,6795.262480520707
45,0.046000000000000034,0.01812729228600582,1228052522.647204,0.0,0.0,0.0,0.04725626170434893,1e-12,True,0.004900092124073958,0.013227200161931862,15.227150655480202,24561034.484720804,24561049.71187146,1612976.3892674425,4955.910658289158
46,0.047000000000000035,0.014654258072588952,1530340448.2802386,0.0,0.0,0.0,0.0498417159565325,1e-12,True,0.0038457612390859182,0.010808496833503035,14.163353586475056,30606793.738454122,30606807.901807707,2160984.9354831004,5532.342086820443
47,0.048000000000000036,0.012906256303249404,1023273726.8130524,0.0,0.0,0.0,0.05569549800204867,1e-12,True,0.00432306639384671,0.008583189909402695,13.999198364582814,20465460.372907463,20465474.37210583,1461902.3060078945,4523.878262758742
48,0.04900000000000004,0.011877009565438284,1337377672.3591607,0.0,0.0,0.0,0.04616336633147164,1e-12,True,0.003386277604052925,0.008490731961385358,13.18370709990792,26747539.44798485,26747552.631691948,2028832.9559553724,5171.803693798056
49,0.05000000000000004,0.009981435400503311,1124553348.556324,0.0,0.0,0.0,0.04234131057570956,1e-12,True,0.0026000259106119562,0.007381409489891357,12.999237514728456,22491053.78741938,22491066.786656894,1730182.540337945,4742.474772850825
50,0.05100000000000004,0.011142329942616111,858071222.335784,0.0,0.0,0.0,0.04646109727997006,1e-12,True,0.0023869301600140122,0.008755399782602098,14.082338880231074,17161411.447478168,17161425.52981705,1218647.8107234642,4142.634964212473
51,0.05200000000000004,0.01465351466017013,810497195.8839043,0.0,0.0,0.0,0.04886021405772848,1e-12,True,0.0031243359257243798,0.011529178734445752,15.355439527350548,16209929.835339205,16209945.190778732,1055647.4013922573,4026.1574631002804
52,0.05300000000000004,0.02039418947581538,1124736122.0506613,0.0,0.0,0.0,0.08003382125220071,1e-12,True,0.005647667162702883,0.014746522313112496,15.856986110833304,22494707.085573696,22494722.942559805,1418599.1541473938,4742.860154064552
53,0.05400000000000004,0.024066432046315957,2167708370.8250766,0.0,0.0,0.0,0.06585481869968536,1e-12,True,0.00694430891470056,0.017122123131615395,13.952537139842395,43354151.55951542,43354165.51205256,3107259.355189781,6584.388158098027
54,0.05500000000000004,0.014978983708393609,2695830366.030358,0.0,0.0,0.0,0.06665680586979486,1e-12,True,0.0035549732036636366,0.011424010504729975,11.891182019069259,53916593.36807001,53916605.25925203,4534166.012854959,7342.792882861885
55,0.05600000000000004,0.009352941008825878,1300162625.3763967,0.0,0.0,0.0,0.0328628868807472,1e-12,True,0.0018911632357617985,0.007461777773064077,11.926330778949607,26003240.616345912,26003252.54267669,2180321.9360695765,5099.338438221956
56,0.057000000000000044,0.009760935774417712,613111991.5682489,0.0,0.0,0.0,0.027879941854218278,1e-12,True,0.0019051424723813435,0.007855793302036368,12.97267161352433,12262227.9050342,12262240.877705812,945235.3585598582,3501.748110781953
57,0.058000000000000045,0.01138092210123394,604192021.3357021,0.0,0.0,0.0,0.03367924134639357,1e-12,True,0.0023465827417373957,0.009034339359496543,14.409059954940986,12083827.454042427,12083841.863102382,838627.0506883522,3476.1818748037394
58,0.059000000000000045,0.015234000980477856,791421322.7774992,0.0,0.0,0.0,0.047581633313561654,1e-12,True,0.003016840007938603,0.012217160972539252,15.29762855710993,15828412.04649003,15828427.344118588,1034697.1091868164,3978.495501511845
59,0.060000000000000046,0.01858740427046149,1046126219.6933597,0.0,0.0,0.0,0.059354719767612224,1e-12,True,0.003923953202016947,0.01466345106844454,15.769573975269084,20922509.096238635,20922524.86581261,1326764.3835986925,4574.114602179005
60,0.06100000000000005,0.019230452303969893,1418435090.055819,0.0,0.0,0.0,0.06689832101964291,1e-12,True,0.0057429935667291845,0.013487458737240708,15.655981887983822,28368686.031542405,28368701.687524293,1812002.9923836174,5326.227727117606
61,0.06200000000000005,0.0189003851747592,2180370623.4545574,0.0,0.0,0.0,0.09805415524738266,1e-12,True,0.0071780570521526995,0.0117223281226065,14.559845663378173,43607396.81310926,43607411.37295492,2995045.264785893,6603.590876870791
62,0.06300000000000004,0.0146524213758383,2779870492.3358397,0.0,0.0,0.0,0.08796718175314924,1e-12,True,0.004291330079476815,0.010361091296361485,12.932591857048642,55597395.286871135,55597408.21946299,4299014.141722095,7456.367067595103
63,0.06400000000000004,0.009296466087627077,1598646656.2391298,0.0,0.0,0.0,0.030521601021159993,1e-12,True,0.002027273488777486,0.007269192598849592,13.04524814764276,31972920.192190744,31972933.23743889,2450924.6453481405,5654.461347005796
64,0.06500000000000004,0.010630065151056193,678734817.5820228,0.0,0.0,0.0,0.03410114778410412,1e-12,True,0.0027092364029867397,0.007920828748069451,14.37684275320516,13574683.306392308,13574697.683235062,944204.7561118227,3684.3854781551368
65,0.06600000000000004,0.012955186205265215,948244338.9409237,0.0,0.0,0.0,0.047123800561430604,1e-12,True,0.004252655284036405,0.008702530921228809,15.606596317806362,18964872.40197572,18964888.00857204,1215183.1196609184,4354.8693182251145
66,0.06700000000000005,0.017105671514176683,1573113204.1868906,0.0,0.0,0.0,0.0652185142221538,1e-12,True,0.007133240948075535,0.009972430566101148,15.99205587733232,31462248.477141496,31462264.469197374,1967367.3426672916,5609.123290117433
67,0.06800000000000005,0.020737678046679912,2754391524.459104,0.0,0.0,0.0,0.0844255677323168,1e-12,True,0.009956270033961809,0.010781408012718102,14.798744701090557,55087814.49712619,55087829.29587089,3722465.3581154193,7422.117655304453
68,0.06900000000000005,0.017448127395672364,3912673739.7795,0.0,0.0,0.0,0.12892256192817683,1e-12,True,0.01059848174753966,0.0068496456481327,12.7247824880126,78253459.99684529,78253472.72162777,6149689.400539018,8846.099411355832
69,0.07000000000000005,0.009177932340819463,4186399704.0945063,0.0,0.0,0.0,0.04422211288525594,1e-12,True,0.002319631043476233,0.006858301297343229,12.282947682130462,83727981.35710764,83727993.64005533,6816603.271224593,9150.300218128918
70,0.07100000000000005,0.011167125461339125,803551017.8958836,0.0,0.0,0.0,0.061252282453778346,1e-12,True,0.00302605225898437,0.008141073202354755,13.257860622994862,16071008.074969988,16071021.332830612,1212187.134165804,4008.8677151931156
71,0.07200000000000005,0.0130130092199163,1096407322.6059363,0.0,0.0,0.0,0.04957195779550725,1e-12,True,0.0032088303240189638,0.009804178895897336,13.896581301698642,21928133.1942581,21928147.090839405,1577951.635486044,4682.749881439187
72,0.07300000000000005,0.01585531262060776,1169793643.0399058,0.0,0.0,0.0,0.07040680839477334,1e-12,True,0.0040547935893295506,0.011800519031278208,14.319614480939087,23395858.964216813,23395873.283831295,1633833.0192984825,4836.9280396547265
73,0.07400000000000005,0.013833867247488925,1520002982.444271,0.0,0.0,0.0,0.09235954808605527,1e-12,True,0.004208459716828442,0.009625407530660483,14.522780777669675,30400045.329270944,30400059.85205172,2093266.1445885757,5513.62491006465
74,0.07500000000000005,0.01494222261120027,1588489373.1500397,0.0,0.0,0.0,0.0608695788924991,1e-12,True,0.0044985355329094446,0.010443687078290827,15.06543654740139,31769772.940220013,31769788.00565656,2108785.4200674416,5636.469414713504
75,0.07600000000000005,0.016150752980169963,1716558228.9493139,0.0,0.0,0.0,0.08414421125245235,1e-12,True,0.00614761572636641,0.010003137253803557,15.212547334194987,34331149.51354973,34331164.72609706,2256765.337000655,5859.28020997343
76,0.07700000000000005,0.01615244994108877,2386793245.1904764,0.0,0.0,0.0,0.11484151398476447,1e-12,True,0.006366462345721141,0.00978598759536763,15.231981069462748,47735849.6912622,47735864.92324327,3133922.5981464526,6909.114625175177
77,0.07800000000000006,0.017093786322811312,2470039184.849962,0.0,0.0,0.0,0.12093474974088929,1e-12,True,0.007306991522873868,0.009786794799937444,15.4445377392214,49400768.46501818,49400783.90955592,3198591.585966756,7028.569107364546
78,0.07900000000000006,0.01642715734533205,2852607613.384198,0.0,0.0,0.0,0.07874186105171736,1e-12,True,0.005501951845393115,0.010925205499938934,15.100679341116304,57052136.82314624,57052151.92382558,3778117.231058996,7553.287513903067
79,0.08000000000000006,0.019068905794430636,2111386493.865592,0.0,0.0,0.0,0.11905567794626518,1e-12,True,0.007746103049226939,0.011322802745203697,14.741077136568883,42227714.7766325,42227729.51770964,2864628.845134498,6498.286687836406
80,0.08100000000000006,0.02131159362093715,3032091618.705498,0.0,0.0,0.0,0.19013698620794875,1e-12,True,0.010516738803220226,0.010794854817716925,14.460292163809399,60641817.63303283,60641832.09332499,4193678.5883628894,7787.286586103658
81,0.08200000000000006,0.015422121677966381,4173688162.303506,0.0,0.0,0.0,0.06685688398697369,1e-12,True,0.005719521438790844,0.009702600239175536,13.712453895904373,83473748.78577796,83473762.49823186,6087440.61517847,9136.397717156917
82,0.08300000000000006,0.016525949310981215,2203466254.9119673,0.0,0.0,0.0,0.09922015338817507,1e-12,True,0.007808569554413822,0.008717379756567391,13.634641209194152,44069311.38578546,44069325.02042667,3232157.7595189195,6638.473099910803
83,0.08400000000000006,0.01470096629070709,3061486074.594113,0.0,0.0,0.0,0.14182526933292108,1e-12,True,0.006797598544221969,0.007903367746485122,13.309126007712013,61229707.85724105,61229721.166367054,4600580.670523424,7824.942267638929
84,0.08500000000000006,0.012615148247594112,2648920347.624481,0.0,0.0,0.0,0.040082759968245354,1e-12,True,0.0025379460565862124,0.0100772021910079,13.756833911517372,52978393.64336362,52978407.40019753,3851060.0607861136,7278.626721606874
85,0.08600000000000006,0.015114780356261001,913252823.8794522,0.0,0.0,0.0,0.04834586006119274,1e-12,True,0.003328788471828213,0.011785991884432787,14.663841611013389,18265042.720755134,18265057.384596746,1245583.7429252816,4273.763736753477
86,0.08700000000000006,0.01683092871459,1238497468.0707629,0.0,0.0,0.0,0.04716672081802409,1e-12,True,0.0037782190573816214,0.01305270965720838,15.256665639034406,24769934.69757364,24769949.95423928,1623548.3743299614,4976.941767934929
87,0.08800000000000006,0.017218813556307506,1424950349.7600675,0.0,0.0,0.0,0.06405798385924005,1e-12,True,0.004654494236863201,0.012564319319444303,15.788530216351946,28498991.738535713,28499007.52706593,1805044.0000561096,5338.446121785004
88,0.08900000000000007,0.017815153908539338,1768928851.4010475,0.0,0.0,0.0,0.08474486155684159,1e-12,True,0.006896512002250711,0.010918641906288627,16.41075867069267,35378561.23949073,35378577.65024941,2155815.0934554967,5947.989326488486
89,0.09000000000000007,0.020093118939552845,2682245580.684092,0.0,0.0,0.0,0.12609901381290817,1e-12,True,0.009826184069298801,0.010266934870254044,16.606957564584082,53644895.20292316,53644911.80988072,3230266.2899612472,7324.268674323863
90,0.09100000000000007,0.02208973221926839,3867600947.0589266,0.0,0.0,0.0,0.20373635973208096,1e-12,True,0.011348802904940749,0.010740929314327637,16.497709975054534,77352002.33422098,77352018.83193095,4688650.876181779,8794.999655553065
91,0.09200000000000007,0.01971624113575603,4493457391.119564,0.0,0.0,0.0,0.08545394739215459,1e-12,True,0.006839752790718191,0.012876488345037839,15.75457483628993,89869131.32468131,89869147.07925615,5704319.681922969,9479.933956647128
92,0.09300000000000007,0.020881600169029284,2643189105.841678,0.0,0.0,0.0,0.12424060616221079,1e-12,True,0.008026426574034856,0.012855173594994426,15.335645847757812,52863766.36225872,52863781.697904564,3447117.0554933418,7270.748387671902
93,0.09400000000000007,0.016199858533011466,3118541869.7865334,0.0,0.0,0.0,0.08015883752953805,1e-12,True,0.0050741538927200095,0.011125704640291455,14.64525083341105,62370822.06008481,62370836.70533565,4258774.586061436,7897.5209651972855
94,0.09500000000000007,0.017789679595702414,1915245829.8598778,0.0,0.0,0.0,0.13096064659493442,1e-12,True,0.007127338517149947,0.010662341078552467,14.19766686215765,38304901.95194672,38304916.14961358,2697971.597808534,6189.0965897453525
95,0.09600000000000007,0.01616707269976054,2747920447.6089535,0.0,0.0,0.0,0.09142063457636088,1e-12,True,0.006177325640895374,0.009989747058865166,13.550516200919308,54958394.754512206,54958408.30502841,4055815.581898485,7413.393888913435
96,0.09700000000000007,0.016661070200593726,2360443361.5576625,0.0,0.0,0.0,0.13485190103721847,1e-12,True,0.005958685319063498,0.01070238488153023,13.108304583677793,47208853.68063705,47208866.78894163,3601446.195858094,6870.870922317872
97,0.09800000000000007,0.012675660616525874,2274531451.425909,0.0,0.0,0.0,0.1462380554532749,1e-12,True,0.0044067390817789575,0.008268921534746917,13.330164575383414,45490615.920213595,45490629.25037817,3412607.223230216,6744.674123226279
98,0.09900000000000007,0.012628267572034555,1653694113.084032,0.0,0.0,0.0,0.04051369126120285,1e-12,True,0.002571749736114521,0.010056517835920034,13.812659944447885,33073868.931516066,33073882.74417601,2394460.5211551543,5750.989676714838
99,0.10000000000000007,0.014906200494896235,898543989.50473,0.0,0.0,0.0,0.04437434534408854,1e-12,True,0.002927793921250646,0.011978406573645588,14.443897575542175,17970865.977434658,17970880.421332233,1244183.9802727837,4239.207448343924
100,0.10100000000000008,0.016081706521643976,1045230459.76969,0.0,0.0,0.0,0.04747115732573557,1e-12,True,0.003522661684697548,0.012559044836946425,14.724840821319887,20904594.751496226,20904609.476337045,1419682.2229690305,4572.155858606944
101,0.10200000000000008,0.01684132356219366,1291620211.1870122,0.0,0.0,0.0,0.046472396316940216,1e-12,True,0.003611201007393911,0.01323012255479975,14.443323464861773,25832389.498899426,25832403.94222289,1788534.9974994909,5082.558826392494
102,0.10300000000000008,0.014631057237804498,1327078553.4902449,0.0,0.0,0.0,0.04684602102998326,1e-12,True,0.0038958414034954343,0.010735215834309066,14.290953641542544,26541556.626481436,26541570.917435076,1857227.8163068306,5151.851227452604
103,0.10400000000000008,0.014749738484375476,1435982098.4731903,0.0,0.0,0.0,0.06824056942629418,1e-12,True,0.004935767806528676,0.009813970677846798,14.720325615198178,28719627.678510167,28719642.398835782,1951018.5051142634,5359.070998733251
104,0.10500000000000008,0.01525943655229791,1863973590.0477533,0.0,0.0,0.0,0.10141730482098703,1e-12,True,0.005701780290625681,0.00955765626167223,14.686985373231659,37279457.08062945,37279471.76761483,2538264.7378430925,6105.6917544988355
105,0.10600000000000008,0.014581475635784444,2168885503.1962266,0.0,0.0,0.0,0.042765737881001256,1e-12,True,0.003346610822399115,0.011234864813385328,14.526925594627784,43377695.376939155,43377709.90386475,2986020.344868751,6586.175678185675
106,0.10700000000000008,0.015108991030231618,1202810601.0212464,0.0,0.0,0.0,0.04814993933783124,1e-12,True,0.0036124457641842564,0.011496545266047362,14.741578905682292,24056197.49349933,24056212.235078238,1631860.3078938012,4904.713245483871
107,0.10800000000000008,0.014647712414774668,1306357416.8367338,0.0,0.0,0.0,0.05400687393377405,1e-12,True,0.0043217031722839975,0.010326009242490669,14.928348859362636,26127133.59515577,26127148.52350463,1750169.01330112,5111.47222791386
108,0.10900000000000008,0.016279710010345994,1601868044.6808317,0.0,0.0,0.0,0.06507314571019794,1e-12,True,0.005327923488637312,0.010951786521708683,15.185250821616442,32037345.96526777,32037361.150518592,2109767.3222198174,5660.155553835657
109,0.11000000000000008,0.018386261363319938,2029038805.3942282,0.0,0.0,0.0,0.0985444994698926,1e-12,True,0.007496418102174757,0.010889843261145182,14.950231752153957,40580760.92263374,40580775.87286549,2714390.090579878,6370.304239821247
110,0.11100000000000008,0.017143557856480036,2927230370.569082,0.0,0.0,0.0,0.15760021876358804,1e-12,True,0.007651415120024157,0.009492142736455881,14.19917025004063,58544592.461149886,58544606.66032013,4123099.5492049446,7651.444792415458
111,0.11200000000000009,0.014380024425901337,3003431969.332155,0.0,0.0,0.0,0.12403672144917406,1e-12,True,0.0045818054663093995,0.009798218959591936,13.85788811140015,60068625.18747286,60068639.04536097,4334616.119011884,7750.39607933963
112,0.11300000000000009,0.013111201439210865,1747712002.791843,0.0,0.0,0.0,0.06481323592901289,1e-12,True,0.003326912945897414,0.009784288493313451,14.17128979508756,34954226.19794875,34954240.36923854,2466552.2123186686,5912.211097029339
113,0.11400000000000009,0.014301415080177491,1241766950.3081923,0.0,0.0,0.0,0.044118688783466004,1e-12,True,0.00343888832329385,0.01086252675688364,14.764083693372374,24835324.834874056,24835339.59895775,1682144.679546929,4983.506697714356
114,0.11500000000000009,0.015231088860185494,1292144866.7982142,0.0,0.0,0.0,0.06746855242990404,1e-12,True,0.004796202059442894,0.010434886800742602,15.36604482052102,25842882.571880594,25842897.937925413,1681817.4665016052,5083.590988264525
115,0.11600000000000009,0.017200843184956693,1851966122.4955313,0.0,0.0,0.0,0.06283451612184837,1e-12,True,0.005173038404512135,0.012027804780444554,15.85001772119347,37039307.08386581,37039322.933883525,2336862.187352808,6085.99395743297
116,0.11700000000000009,0.019120899813923634,2002325102.3018777,0.0,0.0,0.0,0.09547757799303751,1e-12,True,0.00819571650021575,0.010925183313707886,16.247880380058344,40046486.19601984,40046502.44390022,2464720.64397432,6328.230562016333
117,0.11800000000000009,0.02229075563521487,3234778208.5542684,0.0,0.0,0.0,0.09761584470216092,1e-12,True,0.009189161089555576,0.013101594545659297,16.083602920124974,64695547.92320499,64695564.00680791,4022453.6902879365,8043.355280670211
118,0.11900000000000009,0.02414670355095936,3628089978.2901435,0.0,0.0,0.0,0.13880310219975556,1e-12,True,0.007795038052835247,0.016351665498124113,15.525550457649102,72561783.48219995,72561799.0077504,4673701.178934795,8518.321405406283
