step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,nature_health,gini_estimate,capital_concentration
1,0.001,2.64787930984935,0.0,2.64787930984935,0.0,0.0,24.411306524169717,0.001,True,0.0,0.0,0.0,2.1356571415018237,0.022667379071800907
22,0.002,867.9297875626495,0.0,867.9297875626495,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.5689164197013503,0.004409565492047403
3,0.003,2567.6676990584438,0.0,2567.6676990584438,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9419645773495778,0.0018978690796548061
4,0.004,2237.1618302495654,0.0,2237.1618302495654,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0744836136773908,0.002172380477845256
5,0.005,2534.103239743297,0.0,2534.103239743297,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9617555777759242,0.001929438186833694
6,0.006,2279.253895487637,0.0,2279.253895487637,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0681302917146105,0.0021455475248420477
7,0.007,2548.6734613210197,0.0,2548.6734613210197,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9580062672271469,0.0019203331425818536
8,0.008,2293.8412495455436,0.0,2293.8412495455436,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0636689816448415,0.0021339780914101355
9,0.009000000000000001,2568.209388500033,0.0,2568.209388500033,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,0.9513515512876203,0.0019066756190962751
10,0.010000000000000002,2303.5776522260485,0.0,2303.5776522260485,0.0,0.0,100.0,0.001,True,0.0,0.0,0.0,1.0605149296600005,0.0021261247525797555
