step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent
0,1.0,0.5003125,0.0,0.00031250000000000006,0.0,0.0,1.0,0.0,True,0.5000000000000001,0.0,0,0,0.0,0.0
100,101.0,54.65843750000001,0.0,0.03343750000000001,0.0,0.0,2.0,0.0,True,54.62500000000001,0.0,0,0,0.0,0.0
200,201.0,104.69156250000002,0.0,0.06656250000000001,0.0,0.0,2.0,0.0,True,104.62500000000001,0.0,0,0,0.0,0.0
300,301.0,168.98531250000002,0.0,0.11031250000000002,0.0,0.0,3.0,0.0,True,168.87500000000003,0.0,0,0,0.0,0.0
400,401.0,218.27906250000004,0.0,0.15406250000000002,0.0,0.0,3.0,0.0,True,218.12500000000003,0.0,0,0,0.0,0.0
