step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,Zero_ID,Imaginary_t,Status
88,9.511552333831787,1.408514739516165e-14,214.54704478349143,0.0,0.0,0.0,0.0,0.0,True,88,214.54704478349143,PASS
89,9.686429738998413,5.658392418514296e-14,216.1695385082637,0.0,0.0,0.0,0.0,0.0,True,89,216.1695385082637,PASS
90,9.866331815719604,2.897262082625416e-14,219.0675963490214,0.0,0.0,0.0,0.0,0.0,True,90,219.0675963490214,PASS
91,10.04259204864502,8.8228518378113e-15,220.714918839314,0.0,0.0,0.0,0.0,0.0,True,91,220.714918839314,PASS
92,10.215299844741821,9.742262810629288e-15,221.43070555469333,0.0,0.0,0.0,0.0,0.0,True,92,221.43070555469333,PASS
93,10.389812707901001,3.683769192119255e-14,224.00700025460432,0.0,0.0,0.0,0.0,0.0,True,93,224.00700025460432,PASS
94,10.551563024520874,1.215010398984264e-15,224.9833246695823,0.0,0.0,0.0,0.0,0.0,True,94,224.9833246695823,PASS
95,10.740315437316895,5.203443641156092e-15,227.4214442796793,0.0,0.0,0.0,0.0,0.0,True,95,227.4214442796793,PASS
96,10.904023885726929,4.2035945231418684e-14,229.33741330552536,0.0,0.0,0.0,0.0,0.0,True,96,229.33741330552536,PASS
97,11.074689149856567,1.6085249554601253e-15,231.25018870049917,0.0,0.0,0.0,0.0,0.0,True,97,231.25018870049917,PASS
98,11.265979290008545,5.500974748858762e-15,231.98723525318024,0.0,0.0,0.0,0.0,0.0,True,98,231.98723525318024,PASS
99,11.430383920669556,3.882698908289293e-14,233.6934041789083,0.0,0.0,0.0,0.0,0.0,True,99,233.6934041789083,PASS
100,11.611522436141968,4.97620380686359e-14,236.5242296658162,0.0,0.0,0.0,0.0,0.0,True,100,236.5242296658162,PASS
101,11.777523279190063,2.105563030261787e-15,237.7698204809252,0.0,0.0,0.0,0.0,0.0,True,101,237.7698204809252,PASS
102,11.925898790359497,2.0520494465898098e-14,239.55547757332764,0.0,0.0,0.0,0.0,0.0,True,102,239.55547757332764,PASS
103,12.084510564804077,2.9390738985693074e-14,241.04915779621658,0.0,0.0,0.0,0.0,0.0,True,103,241.04915779621658,PASS
104,12.238865375518799,3.2860618666122044e-14,242.8232719342226,0.0,0.0,0.0,0.0,0.0,True,104,242.8232719342226,PASS
105,12.427852869033813,1.3407141096108562e-14,244.07089849707816,0.0,0.0,0.0,0.0,0.0,True,105,244.07089849707816,PASS
106,12.605502605438232,3.28675389290598e-14,247.1369900748975,0.0,0.0,0.0,0.0,0.0,True,106,247.1369900748975,PASS
107,12.772755861282349,1.3410615352508512e-14,248.10199006014847,0.0,0.0,0.0,0.0,0.0,True,107,248.10199006014847,PASS
108,12.930959224700928,1.8273469113966446e-14,249.5736896447072,0.0,0.0,0.0,0.0,0.0,True,108,249.5736896447072,PASS
109,13.074166536331177,4.2033467265992676e-14,251.014947795016,0.0,0.0,0.0,0.0,0.0,True,109,251.014947795016,PASS
110,13.20569109916687,1.182061933095143e-14,253.06998674799948,0.0,0.0,0.0,0.0,0.0,True,110,253.06998674799948,PASS
111,13.358168125152588,3.9644812823993526e-14,255.30625645491403,0.0,0.0,0.0,0.0,0.0,True,111,255.30625645491403,PASS
112,13.530593633651733,4.72716966716318e-14,256.38071369443446,0.0,0.0,0.0,0.0,0.0,True,112,256.38071369443446,PASS
113,13.680418014526367,7.037047945455996e-14,258.6104394915314,0.0,0.0,0.0,0.0,0.0,True,113,258.6104394915314,PASS
114,13.843132495880127,1.2250289946230114e-14,259.874406989678,0.0,0.0,0.0,0.0,0.0,True,114,259.874406989678,PASS
115,13.993372440338135,5.613156941653978e-14,260.8050845045969,0.0,0.0,0.0,0.0,0.0,True,115,260.8050845045969,PASS
116,14.156008958816528,8.831419028448661e-14,263.57389390487015,0.0,0.0,0.0,0.0,0.0,True,116,263.57389390487015,PASS
117,14.316762685775757,2.8042012258165473e-14,265.55785183887633,0.0,0.0,0.0,0.0,0.0,True,117,265.55785183887633,PASS
118,14.485452890396118,1.0447379239002295e-14,266.6149737815011,0.0,0.0,0.0,0.0,0.0,True,118,266.6149737815011,PASS
119,14.664621591567993,6.345030493748535e-15,267.92191508282406,0.0,0.0,0.0,0.0,0.0,True,119,267.92191508282406,PASS
120,14.844727277755737,5.846552889785639e-14,269.9704490239976,0.0,0.0,0.0,0.0,0.0,True,120,269.9704490239976,PASS
121,15.009065628051758,3.726607998365595e-14,271.494055641645,0.0,0.0,0.0,0.0,0.0,True,121,271.494055641645,PASS
122,15.163949012756348,9.651831587303423e-14,273.4596091884033,0.0,0.0,0.0,0.0,0.0,True,122,273.4596091884033,PASS
123,15.328070878982544,3.68755921950847e-14,275.58749264934386,0.0,0.0,0.0,0.0,0.0,True,123,275.58749264934386,PASS
124,15.500600099563599,5.074785847572397e-14,276.4520495031329,0.0,0.0,0.0,0.0,0.0,True,124,276.4520495031329,PASS
125,15.678559303283691,3.270518699180419e-14,278.25074352984194,0.0,0.0,0.0,0.0,0.0,True,125,278.25074352984194,PASS
126,15.865038633346558,6.639249936794627e-14,279.22925092774517,0.0,0.0,0.0,0.0,0.0,True,126,279.22925092774517,PASS
127,16.025758028030396,4.674241799665642e-14,282.4651147650521,0.0,0.0,0.0,0.0,0.0,True,127,282.4651147650521,PASS
128,16.22354817390442,4.4890795410171914e-14,283.2111857332339,0.0,0.0,0.0,0.0,0.0,True,128,283.2111857332339,PASS
129,16.406704425811768,8.525383682106847e-14,284.83596398090475,0.0,0.0,0.0,0.0,0.0,True,129,284.83596398090475,PASS
130,16.57357954978943,8.264399303164791e-14,286.6674453630029,0.0,0.0,0.0,0.0,0.0,True,130,286.6674453630029,PASS
131,16.74419116973877,4.3577233849930946e-14,287.9119205014222,0.0,0.0,0.0,0.0,0.0,True,131,287.9119205014222,PASS
132,16.922333002090454,1.2011954347739182e-13,289.5798549292188,0.0,0.0,0.0,0.0,0.0,True,132,289.5798549292188,PASS
133,17.091367721557617,8.426907550144708e-14,291.8462913290674,0.0,0.0,0.0,0.0,0.0,True,133,291.8462913290674,PASS
134,17.261555910110474,1.5868551940152523e-14,293.5584341393563,0.0,0.0,0.0,0.0,0.0,True,134,293.5584341393563,PASS
135,17.444128274917603,3.2450377115252034e-14,294.9653696192655,0.0,0.0,0.0,0.0,0.0,True,135,294.9653696192655,PASS
136,17.61523723602295,4.024926315478977e-14,295.57325487895827,0.0,0.0,0.0,0.0,0.0,True,136,295.57325487895827,PASS
137,17.781769275665283,1.16097289582174e-13,297.97927706194344,0.0,0.0,0.0,0.0,0.0,True,137,297.97927706194344,PASS
138,17.94186806678772,7.210727039767611e-14,299.8403260537213,0.0,0.0,0.0,0.0,0.0,True,138,299.8403260537213,PASS
139,18.12448239326477,8.047362098402699e-14,301.64932546219416,0.0,0.0,0.0,0.0,0.0,True,139,301.64932546219416,PASS
140,18.294206142425537,6.175266891428956e-14,302.6967495896069,0.0,0.0,0.0,0.0,0.0,True,140,302.6967495896069,PASS
141,18.463189363479614,1.3138427927718313e-14,304.8643713408573,0.0,0.0,0.0,0.0,0.0,True,141,304.8643713408573,PASS
142,18.662389993667603,1.0987762895511428e-14,305.7289126020368,0.0,0.0,0.0,0.0,0.0,True,142,305.7289126020368,PASS
143,18.827316284179688,1.1997858614215738e-13,307.2194961281701,0.0,0.0,0.0,0.0,0.0,True,143,307.2194961281701,PASS
144,19.002386331558228,1.1100017873999497e-15,310.1094631467019,0.0,0.0,0.0,0.0,0.0,True,144,310.1094631467019,PASS
145,19.158324480056763,4.6424713702514055e-14,311.165141530356,0.0,0.0,0.0,0.0,0.0,True,145,311.165141530356,PASS
146,19.329631090164185,4.1448242108190194e-14,312.4278011806009,0.0,0.0,0.0,0.0,0.0,True,146,312.4278011806009,PASS
147,19.526383638381958,4.121683482366662e-14,313.9852857311589,0.0,0.0,0.0,0.0,0.0,True,147,313.9852857311589,PASS
148,19.6974515914917,7.700284694482487e-14,315.47561608947575,0.0,0.0,0.0,0.0,0.0,True,148,315.47561608947575,PASS
149,19.859366178512573,8.792526300521687e-14,317.7348059423702,0.0,0.0,0.0,0.0,0.0,True,149,317.7348059423702,PASS
150,20.0302894115448,5.805173454497662e-14,318.8531042563166,0.0,0.0,0.0,0.0,0.0,True,150,318.8531042563166,PASS
151,20.220937490463257,1.3549647929790837e-14,321.1601343091136,0.0,0.0,0.0,0.0,0.0,True,151,321.1601343091136,PASS
152,20.407317399978638,5.025962083198291e-14,322.14455867248296,0.0,0.0,0.0,0.0,0.0,True,152,322.14455867248296,PASS
153,20.60078525543213,5.934852596982442e-14,323.4669695575121,0.0,0.0,0.0,0.0,0.0,True,153,323.4669695575121,PASS
154,20.759945154190063,1.160387244200152e-14,324.8628660517396,0.0,0.0,0.0,0.0,0.0,True,154,324.8628660517396,PASS
155,20.938584804534912,4.9967555439199905e-14,327.44390126190547,0.0,0.0,0.0,0.0,0.0,True,155,327.44390126190547,PASS
156,21.118117094039917,9.456706079248816e-15,329.03307168048093,0.0,0.0,0.0,0.0,0.0,True,156,329.03307168048093,PASS
157,21.291003704071045,3.281812265551657e-14,329.9532397282339,0.0,0.0,0.0,0.0,0.0,True,157,329.9532397282339,PASS
158,21.485974311828613,6.05311584957743e-14,331.4744675826634,0.0,0.0,0.0,0.0,0.0,True,158,331.4744675826634,PASS
159,21.705294370651245,2.0418146196766512e-14,333.64537852486984,0.0,0.0,0.0,0.0,0.0,True,159,333.64537852486984,PASS
160,21.899996757507324,3.8217080379183686e-14,334.2113548332444,0.0,0.0,0.0,0.0,0.0,True,160,334.2113548332444,PASS
161,22.0624520778656,7.359207115768867e-14,336.84185042839067,0.0,0.0,0.0,0.0,0.0,True,161,336.84185042839067,PASS
162,22.23894214630127,5.699615463857617e-14,338.3399928508066,0.0,0.0,0.0,0.0,0.0,True,162,338.3399928508066,PASS
163,22.39692711830139,1.7112192505424295e-14,339.85821672536355,0.0,0.0,0.0,0.0,0.0,True,163,339.85821672536355,PASS
164,22.565885066986084,2.068369590579326e-14,341.04226111104657,0.0,0.0,0.0,0.0,0.0,True,164,341.04226111104657,PASS
165,22.729238033294678,8.276609490267177e-14,342.0548775103636,0.0,0.0,0.0,0.0,0.0,True,165,342.0548775103636,PASS
166,22.907466650009155,6.977067789678561e-14,344.6617029402523,0.0,0.0,0.0,0.0,0.0,True,166,344.6617029402523,PASS
167,23.06398582458496,4.7405556786126576e-14,346.34787056600993,0.0,0.0,0.0,0.0,0.0,True,167,346.34787056600993,PASS
168,23.260646104812622,1.7806950393388432e-14,347.2726775844205,0.0,0.0,0.0,0.0,0.0,True,168,347.2726775844205,PASS
169,23.445765256881714,7.387026000153542e-14,349.31626087069617,0.0,0.0,0.0,0.0,0.0,True,169,349.31626087069617,PASS
170,23.6182758808136,4.3540936128177716e-14,350.4084193491921,0.0,0.0,0.0,0.0,0.0,True,170,350.4084193491921,PASS
171,23.792749166488647,5.77941088825223e-14,351.87864902535927,0.0,0.0,0.0,0.0,0.0,True,171,351.87864902535927,PASS
172,23.977774143218994,5.6223019647202e-14,353.4889004887188,0.0,0.0,0.0,0.0,0.0,True,172,353.4889004887188,PASS
173,24.16001033782959,6.511425164024354e-14,356.0175749772649,0.0,0.0,0.0,0.0,0.0,True,173,356.0175749772649,PASS
174,24.340498208999634,1.763156140954628e-14,357.1513022520396,0.0,0.0,0.0,0.0,0.0,True,174,357.1513022520396,PASS
175,24.532837629318237,3.3888844617556056e-14,357.95268510163226,0.0,0.0,0.0,0.0,0.0,True,175,357.95268510163226,PASS
176,24.723480701446533,6.584069403691959e-14,359.74375495311443,0.0,0.0,0.0,0.0,0.0,True,176,359.74375495311443,PASS
177,24.896280765533447,3.680665045492258e-14,361.28936169580464,0.0,0.0,0.0,0.0,0.0,True,177,361.28936169580464,PASS
178,25.08558940887451,6.619228717663242e-14,363.33133057897385,0.0,0.0,0.0,0.0,0.0,True,178,363.33133057897385,PASS
179,25.270025968551636,9.784064957874339e-15,364.736024114089,0.0,0.0,0.0,0.0,0.0,True,179,364.736024114089,PASS
180,25.441694736480713,2.1935047750973952e-14,366.2127102883313,0.0,0.0,0.0,0.0,0.0,True,180,366.2127102883313,PASS
181,25.632896423339844,4.45039548642512e-14,367.9935754817403,0.0,0.0,0.0,0.0,0.0,True,181,367.9935754817403,PASS
182,25.82659411430359,3.903799449212701e-14,368.96843809573437,0.0,0.0,0.0,0.0,0.0,True,182,368.96843809573437,PASS
183,26.00168800354004,3.6956423370916025e-14,370.050919212106,0.0,0.0,0.0,0.0,0.0,True,183,370.050919212106,PASS
184,26.264482259750366,2.4604124867309458e-14,373.06192837211285,0.0,0.0,0.0,0.0,0.0,True,184,373.06192837211285,PASS
185,26.537524938583374,3.4451727671231034e-14,373.86487391090856,0.0,0.0,0.0,0.0,0.0,True,185,373.86487391090856,PASS
186,26.784238815307617,2.2660554486602658e-14,375.82591276673935,0.0,0.0,0.0,0.0,0.0,True,186,375.82591276673935,PASS
187,27.037362575531006,1.3497319514820816e-14,376.32409223066804,0.0,0.0,0.0,0.0,0.0,True,187,376.32409223066804,PASS
188,27.263625621795654,5.1298074842631046e-14,378.4366802499655,0.0,0.0,0.0,0.0,0.0,True,188,378.4366802499655,PASS
189,27.465164184570312,1.1541178600743125e-13,379.87297534653237,0.0,0.0,0.0,0.0,0.0,True,189,379.87297534653237,PASS
190,27.693719148635864,9.845608684121426e-14,381.4844686171865,0.0,0.0,0.0,0.0,0.0,True,190,381.4844686171865,PASS
191,27.90026879310608,7.746615170048584e-14,383.44352944953647,0.0,0.0,0.0,0.0,0.0,True,191,383.44352944953647,PASS
192,28.149506092071533,5.198938890069173e-14,384.95611681486366,0.0,0.0,0.0,0.0,0.0,True,192,384.95611681486366,PASS
193,28.386220455169678,5.253372567982428e-14,385.86130084597426,0.0,0.0,0.0,0.0,0.0,True,193,385.86130084597426,PASS
194,28.626885175704956,7.738833426068779e-14,387.222890222388,0.0,0.0,0.0,0.0,0.0,True,194,387.222890222388,PASS
195,28.872762203216553,1.3214432702039011e-13,388.84612835423223,0.0,0.0,0.0,0.0,0.0,True,195,388.84612835423223,PASS
196,29.11282444000244,4.228928600188903e-14,391.45608356363806,0.0,0.0,0.0,0.0,0.0,True,196,391.45608356363806,PASS
197,29.378685235977173,3.1205517896392674e-14,392.2450833395191,0.0,0.0,0.0,0.0,0.0,True,197,392.2450833395191,PASS
198,29.623310327529907,2.1439145596787465e-14,393.427743844434,0.0,0.0,0.0,0.0,0.0,True,198,393.427743844434,PASS
199,29.865506410598755,4.968071101155309e-14,395.5828700109937,0.0,0.0,0.0,0.0,0.0,True,199,395.5828700109937,PASS
200,30.096168041229248,5.666257620423104e-14,396.3818542225922,0.0,0.0,0.0,0.0,0.0,True,200,396.3818542225922,PASS
201,30.296127319335938,1.0513648399832034e-13,397.9187362096142,0.0,0.0,0.0,0.0,0.0,True,201,397.9187362096142,PASS
202,30.521637678146362,1.021395682731772e-13,399.9851198761949,0.0,0.0,0.0,0.0,0.0,True,202,399.9851198761949,PASS
203,30.761510848999023,3.847177177518027e-14,401.8392286005332,0.0,0.0,0.0,0.0,0.0,True,203,401.8392286005332,PASS
204,30.98805046081543,5.677786561212764e-14,402.86191776388614,0.0,0.0,0.0,0.0,0.0,True,204,402.86191776388614,PASS
205,31.231425046920776,1.718415261188096e-14,404.236441800208,0.0,0.0,0.0,0.0,0.0,True,205,404.236441800208,PASS
206,31.45196771621704,1.1341437212595651e-14,405.13438745990993,0.0,0.0,0.0,0.0,0.0,True,206,405.13438745990993,PASS
207,31.66621732711792,8.770817403822451e-14,407.5814603868962,0.0,0.0,0.0,0.0,0.0,True,207,407.5814603868962,PASS
208,31.870511770248413,1.6786923189056864e-14,408.9472455023511,0.0,0.0,0.0,0.0,0.0,True,208,408.9472455023511,PASS
209,32.07867455482483,2.5364983816824145e-14,410.51386919336665,0.0,0.0,0.0,0.0,0.0,True,209,410.51386919336665,PASS
210,32.2927622795105,6.838427942924393e-14,411.9722678042788,0.0,0.0,0.0,0.0,0.0,True,210,411.9722678042788,PASS
211,32.5351676940918,1.5356641209306557e-14,413.26273607018504,0.0,0.0,0.0,0.0,0.0,True,211,413.26273607018504,PASS
